text,intent,labels
play bad guy on youtube,play_on_youtube,69
i dont want to carry an umbrella will we have rain today,weather_query,104
send email to <name>,send_email,84
I am feeling a bit bored,i_am_bored,43
Tell me a joke,jokes,53
what day of the week is june twenty seventh on this year,datetime_query,22
what is the weather like day before tomorrow,asking_weather,5
What are your functions?,what_can_you_do,105
Can you increase the volume?,volume_control,103
Hello how are you?,courtesygreeting,17
turn off the bass from the audio,audio_volume_down,6
download youtube video of kishore kumar,download_youtube_video,23
what time is it tomorrow,asking_time,4
what about tonight dinner with me,general_quirky,36
what song is playing now,music_query,58
please alert me to the time,datetime_query,22
the joke of the day,general_joke,33
This is Adam,greetingresponse,42
make me laugh,tell_me_joke,94
what time is it today,asking_time,4
please reduce the speaker volume,audio_volume_down,6
what time is it day after tomorrow,asking_time,4
Can you lower the volume?,volume_control,103
take screenshot,take_screenshot,90
play on youtube,play_on_youtube,69
This is Adam,greetingresponse,42
it's really loud can you please turn the music down,audio_volume_down,6
tell me news day after tomorrow,tell_me_news,95
what's the news in politics on cnn,news_query,61
good bye,goodbye,38
Can you turn the volume down?,volume_control,103
send whatsapp message about <name>,send_whatsapp_message,85
send email to,send_email,84
compile information on the data breach,email_query,25
play games of c,play_games,67
Make me laugh,jokes,53
i want to hear sleeptime playlist next,play_music,68
take screenshot,take_screenshot,90
"Thank you, goodbye",courtesygoodbye,16
volume control unmute,volume_control,103
what's going on with economy,tell_me_news,95
Stop talking,shutup,86
please provide world hot news,news_query,61
show me the picture of the singer,music_query,58
Tell me a joke,jokes,53
what is the current song called,music_query,58
play bad guy on youtube,play_on_youtube,69
play country music,play_music,68
Hello,greeting,41
what is your name,general_quirky,36
Quiet,shutup,86
Hya there,greeting,41
covid cases,covid_cases,19
let's play space invaders,play_game,66
turn off audio,audio_volume_mute,7
quiet mode on until i am home from work,audio_volume_mute,7
Quiet,shutup,86
What is the weather like today,asking_weather,5
screen shot of <name>,take_screenshot,90
what is the day on twenty third march,datetime_query,22
this song is composed by whom,music_query,58
Tell me a joke,jokes,53
please play songs i've purchased and favorited,play_music,68
make me laugh i want to hear a joke,general_joke,33
send whatsapp message to dipesh,send_whatsapp_message,85
tell me about today,tell_me_about,93
give me the time in london,datetime_query,22
tell me a joke about asia,tell_me_joke,94
download youtube video of minecraft,download_youtube_video,23
send this message to the family group starts with a,email_sendemail,27
I am so bored,i_am_bored,43
tell me about tomorrow,tell_me_about,93
volume control increase by 10,volume_control,103
what time is it,asking_time,4
turn on my michael jackson playlist,play_music,68
This is Adam,greetingresponse,42
download youtube video of <name>,download_youtube_video,23
What can you assist me with?,what_can_you_do,105
whats up,greet_and_general_check_in,40
tell me a joke about trump and xi,tell_me_joke,94
hi there,greet_and_general_check_in,40
start coffee machine,iot_coffee,45
i was not so clear about your answers.,general_explain,32
can you be my best friend,general_quirky,36
sound off,audio_volume_mute,7
I am not entertained,i_am_bored,43
I am Bella,greetingresponse,42
"s2, i didn't catch up with you.",general_explain,32
send email to xyz@gmail.com,send_email,84
screen shot of <name>,take_screenshot,90
tell chris i will be late through email,email_sendemail,27
find songs from my big band playlist,play_music,68
what time is it today,asking_time,4
Great thanks! This is Bella,courtesygreetingresponse,18
play on youtube,play_on_youtube,69
Great thanks! I am Bella,courtesygreetingresponse,18
"Thank you, bye",courtesygoodbye,16
hey there,greet_and_general_check_in,40
tell me a dad joke,tell_me_joke,94
Can you tell me the time?,timequery,97
Hello,greeting,41
please begin clash of clans,play_game,66
Great thanks! My user is Bella,courtesygreetingresponse,18
don't speak for an hour,audio_volume_mute,7
places near me to eat today,places_near_me,64
what is the weather like now tomorrow,asking_weather,5
hey,greet_and_general_check_in,40
Can you tell me the time?,timequery,97
what are the lyrics to this song playing,music_query,58
volume control down,volume_control,103
What can you assist me with?,what_can_you_do,105
tell me about my family,tell_me_about,93
please help serve me coffee with a no sugar,iot_coffee,45
"Thank you, goodbye",courtesygoodbye,16
which song is this,music_query,58
good evening,goodbye,38
i need sport's news,news_query,61
take screenshot of google,take_screenshot,90
i am bored today,i_am_bored,43
bye,goodbye,38
click selfie of,click_photo,14
Bye,goodbye,38
Where can I find something nearby?,places_near_me,64
What is the weather like today,asking_weather,5
what is the update on stock market,tell_me_news,95
today,asking_date,3
whats up,greet_and_general_check_in,40
Great thanks! It is Bella,courtesygreetingresponse,18
covid cases of india,covid_cases,19
open website linkedin.com,open_website,63
places near me to eat today with my friends,places_near_me,64
send email to dipesh,send_email,84
create a playing teams and play with them,play_game,66
Can you tell me the time?,timequery,97
Do you know what time it is?,timequery,97
what's going on in the world,tell_me_news,95
Hi there,greeting,41
tell me a nice chinese restaurant,recommendation_locations,81
open website wikipedia.com,open_website,63
Where can I find,tell_me_about,93
"Thank you, bye",courtesygoodbye,16
what's the good news of stock market,tell_me_news,95
what is the weather tomorrow,asking_weather,5
Good thanks! My user is Adam,courtesygreetingresponse,18
take screenshot of google,take_screenshot,90
tell me fun joke,tell_me_joke,94
covid cases of india past 48 hours,covid_cases,19
down the volume,audio_volume_down,6
today,asking_date,3
daily cases,covid_cases,19
Hi there,greeting,41
what will the weather be like in austin on march sixteenth,weather_query,104
"Thank you, goodbye",courtesygoodbye,16
"Thank you, bye",courtesygoodbye,16
What actions can you perform?,what_can_you_do,105
i want to play a trivia game,play_game,66
send email to <name>,send_email,84
Hello hope you are doing well?,courtesygreeting,17
day before tomorrow,asking_date,3
Hope you are doing well?,courtesygreeting,17
covid cases of india past 48 hours,covid_cases,19
open website wikipedia.com,open_website,63
please give me the time,datetime_query,22
daily cases of india,covid_cases,19
good afternoon,goodbye,38
take screenshot,take_screenshot,90
What is the weather like today,asking_weather,5
send email about <name>,send_email,84
mute yourself until five pm,audio_volume_mute,7
tell me about my life,tell_me_about,93
Hola how are you?,courtesygreeting,17
i would like to have a cup of coffee,iot_coffee,45
silent,audio_volume_mute,7
what time is it in new york city,datetime_query,22
i am bored what can i do today with my wife,i_am_bored,43
tell funny things,general_joke,33
good afternoon,goodbye,38
make me a cup of coffee,iot_coffee,45
Do you know what time it is?,timequery,97
kill all the frogs you see,general_quirky,36
Where can I find something nearby?,places_near_me,64
send whatsapp message to,send_whatsapp_message,85
good evening,goodbye,38
what is the weather tomorrow,asking_weather,5
is there any rains predicted for bangalore today,weather_query,104
Great thanks! It is Bella,courtesygreetingresponse,18
which store's got the cheapest three pound beef rump,recommendation_locations,81
I am Bella,greetingresponse,42
tell me about history of british india,tell_me_about,93
"Thank you, bye",courtesygoodbye,16
play on youtube,play_on_youtube,69
reach by mail to my family,email_sendemail,27
tell joke,general_joke,33
play despacito on youtube today,play_on_youtube,69
can you find a nice restaurant downtown,recommendation_locations,81
This is Adam,greetingresponse,42
tell me a joke about the sun,tell_me_joke,94
what's the good news?,tell_me_news,95
what time is it today,asking_time,4
hi google play me playlist wacky in my gaana application,play_music,68
what is the weather like now,asking_weather,5
find the joke about the orange and the banana,general_joke,33
what time is it today,asking_time,4
what time is it today,asking_time,4
play music for me,play_music,68
what would be the a perfectly nutritionally balanced meal for dinner,general_quirky,36
Quiet,shutup,86
daily cases of india,covid_cases,19
please check whether the email of jancy has come,email_query,25
what were the first number of email subjects i got today,email_query,25
show me a funny joke,general_joke,33
screen shot of <name>,take_screenshot,90
play music from where you left off,play_music,68
what is the best mexican restaurant in seattle,recommendation_locations,81
headlines from dhaka tribune,news_query,61
good bye,goodbye,38
Great thanks! I am Bella,courtesygreetingresponse,18
play let me love you on youtube,play_on_youtube,69
play games of busybox,play_games,67
My user is Bella,greetingresponse,42
Shut up,shutup,86
take screenshot,take_screenshot,90
i am bored today,i_am_bored,43
Can you tell me about,tell_me_about,93
"Thank you, goodbye",courtesygoodbye,16
please pause yourself,audio_volume_mute,7
what time is it today,asking_time,4
tell me about today,tell_me_about,93
What are your functions?,what_can_you_do,105
take screenshot of google,take_screenshot,90
please check my gmail for new mail,email_query,25
Shut up,shutup,86
play minecraft,play_games,67
wine shop,recommendation_locations,81
google search the topic,news_query,61
which shops can i find in milan,recommendation_locations,81
play a party music list,play_music,68
please explain again to me.,general_explain,32
download youtube video of <name>,download_youtube_video,23
play from smashing pumpkins,play_music,68
Enough talking,shutup,86
can you tell me about expensive sushi restaurants in west philadelphia,recommendation_locations,81
places near me to eat today with my friends,places_near_me,64
what is time now in california,datetime_query,22
send email to xyz@gmail.com,send_email,84
yo i need a coffee now,iot_coffee,45
explain further please.,general_explain,32
veganism,general_quirky,36
screen shot now,take_screenshot,90
pull up all emails sent to me from amazon,email_query,25
is the weather bad in new york right now,weather_query,104
tell me joke about trump,tell_me_joke,94
volume control decrease,volume_control,103
when was this song first recorded,music_query,58
open website stackoverflow.com,open_website,63
show me the places where i was,general_quirky,36
i am bored,i_am_bored,43
what is the day,asking_date,3
what are they saying about donald trump on this topic,news_query,61
decrease volume to very soft,audio_volume_down,6
when is boy band playing,music_query,58
click selfie,click_photo,14
can you make me a cup of coffee,iot_coffee,45
today,asking_date,3
open website stackoverflow.com,open_website,63
open website github.com,open_website,63
Shut up,shutup,86
tell me what was the temperature in our city at twelve pm,weather_query,104
tell me about a vet,tell_me_about,93
Do you know what time it is?,timequery,97
what time is it,asking_time,4
start the coffee maker,iot_coffee,45
tell me news tomorrow,tell_me_news,95
Do you know what time it is?,timequery,97
tell me about today,tell_me_about,93
whats up,greet_and_general_check_in,40
silence please,audio_volume_mute,7
open website google.com,open_website,63
what is the day of the week,asking_date,3
"s1, can you rephrase me more on the last sentence please.",general_explain,32
send email to,send_email,84
play minecraft with me,play_games,67
reshuffle and play music,play_music,68
"s1, rephrase me more on it.",general_explain,32
Hi there,greeting,41
co play game monopoly,play_game,66
down,audio_volume_down,6
any important notifications,email_query,25
Hello,greeting,41
can you turn down the volume please and tell me what is the title of this song,music_query,58
i'd like a cappuccino please,iot_coffee,45
volume control decrease by 10,volume_control,103
volume control unmute,volume_control,103
capture selfie,click_photo,14
send an email to fred from work he is in my contacts,email_sendemail,27
what is your best joke,general_joke,33
covid cases of india past 48 hours,covid_cases,19
bye,goodbye,38
screen shot now,take_screenshot,90
can i get a cup of coffee,iot_coffee,45
lets play,play_game,66
it's really loud can you please turn the music down,audio_volume_down,6
covid confirmed cases,covid_cases,19
i want you to play this game for me,play_game,66
I am not entertained,i_am_bored,43
click selfie of,click_photo,14
open email for unread mails,email_query,25
daily cases of india,covid_cases,19
Can you lower the volume?,volume_control,103
email my mother,email_sendemail,27
lessen the speaker volume,audio_volume_down,6
will the fast food shop at the corner open today,recommendation_locations,81
send whatsapp message about <name>,send_whatsapp_message,85
Good thanks! My user is Adam,courtesygreetingresponse,18
Hya there,greeting,41
i am not clear about last sentence.,general_explain,32
what is the weather,asking_weather,5
i am bored,i_am_bored,43
My user is Bella,greetingresponse,42
tell me about the current weather,weather_query,104
hello there,greet_and_general_check_in,40
"s2, i didn't quite catch that.",general_explain,32
play games of gcc,play_games,67
Great thanks! It is Bella,courtesygreetingresponse,18
Hola how are you?,courtesygreeting,17
capture photo,click_photo,14
download youtube video of minecraft,download_youtube_video,23
covid cases of india past 24 hours,covid_cases,19
good news for economy,tell_me_news,95
What can you help me with?,what_can_you_do,105
who sung this,music_query,58
Hya there,greeting,41
I am Bella,greetingresponse,42
Hola,greeting,41
places near me,places_near_me,64
send email to <name>,send_email,84
open website github.com,open_website,63
how hot is it in quebec,weather_query,104
What are your functionalities?,what_can_you_do,105
click selfie of,click_photo,14
i need to add a new email to my contacts,email_sendemail,27
covid confirmed cases of,covid_cases,19
daily cases of india,covid_cases,19
tell me you,tell_me_about,93
bye,goodbye,38
what is tomorrows date,datetime_query,22
open website stackoverflow.com,open_website,63
who is the music director of this song,music_query,58
what is a good place for cruise,recommendation_locations,81
make me laugh,tell_me_joke,94
what's the good news?,tell_me_news,95
good afternoon,goodbye,38
i am bored what can i do today with my boyfriend,i_am_bored,43
covid cases,covid_cases,19
what is the weather like day before tomorrow,asking_weather,5
day after tomorrow,asking_date,3
Can you recommend some places nearby?,places_near_me,64
"Thank you, bye",courtesygoodbye,16
good day,goodbye,38
is it possible for you to provide the likes of my music,music_query,58
tell me a joke about chickens,general_joke,33
what was the weather for the week,weather_query,104
tell me fun joke,tell_me_joke,94
Can you recommend some places nearby?,places_near_me,64
screen shot of,take_screenshot,90
play bad guy on youtube,play_on_youtube,69
find me the cheapest copy of the four hour body,general_quirky,36
show me some food court nearest to my location,recommendation_locations,81
covid cases of india,covid_cases,19
Quiet,shutup,86
what day is it day before tomorrow,asking_date,3
"Thank you, goodbye",courtesygoodbye,16
i need to see if i got any new email,email_query,25
what time is it day after tomorrow,asking_time,4
tell me a fun joke,tell_me_joke,94
what time is it,asking_time,4
what is the weather like now today,asking_weather,5
"Thank you, bye",courtesygoodbye,16
are there new emails for me,email_query,25
I am feeling a bit bored,i_am_bored,43
Great thanks! This is Bella,courtesygreetingresponse,18
tell me about,tell_me_about,93
make five coffee tell the coffee machine,iot_coffee,45
what's the funniest joke you know,general_joke,33
play games of c,play_games,67
what day is christmas,datetime_query,22
is there any new mail for me,email_query,25
tell me my music likes,music_query,58
send email to dipesh,send_email,84
covid cases,covid_cases,19
places near me to eat today with my friends,places_near_me,64
what are my new contact emails,email_query,25
take screenshot,take_screenshot,90
play for me the music by the beatles,play_music,68
Where can I find,tell_me_about,93
hi there,greet_and_general_check_in,40
tell me the music that is playing,music_query,58
do i need to carry umbrella for evening,weather_query,104
Can you tell me the time?,timequery,97
play games of xxd,play_games,67
lower all volume on speakers please,audio_volume_down,6
tell me a joke about kim jong un,tell_me_joke,94
tell me about my life,tell_me_about,93
Be quiet,shutup,86
play me all jazz music,play_music,68
play games of xyz 32 bit,play_games,67
It is Adam,greetingresponse,42
Hola how are you?,courtesygreeting,17
Great thanks! This is Bella,courtesygreetingresponse,18
Hello,greeting,41
email dad how is the weather this week,email_sendemail,27
send whatsapp message to 9898982565,send_whatsapp_message,85
Where should I go nearby?,places_near_me,64
help me locate a shop that sells clothes for classy ladies,recommendation_locations,81
send email to,send_email,84
tell me a fun joke,tell_me_joke,94
This is Adam,greetingresponse,42
is it going to rain later,weather_query,104
good bye,goodbye,38
Hello hope you are doing well?,courtesygreeting,17
is it snowing in seattle,weather_query,104
want to play a game of trivia,play_game,66
make me coffee now,iot_coffee,45
tomorrow,asking_date,3
is it going to snow tonight,weather_query,104
click photo,click_photo,14
recommend pub in eighth and monte diablo,recommendation_locations,81
i am bored today what can i do,i_am_bored,43
What are your functionalities?,what_can_you_do,105
Hi there,greeting,41
download youtube video of <name>,download_youtube_video,23
"Thank you, goodbye",courtesygoodbye,16
economic affairs,news_query,61
today,asking_date,3
I am getting bored,i_am_bored,43
tell me a fun joke,tell_me_joke,94
I am feeling a bit bored,i_am_bored,43
can you tell me how to measure my shoe size,general_quirky,36
I am feeling a bit bored,i_am_bored,43
update me on my emails,email_query,25
give me the morning news,news_query,61
I am looking for,tell_me_about,93
tell me a joke,tell_me_joke,94
good evening,goodbye,38
crack a joke,general_joke,33
send whatsapp message,send_whatsapp_message,85
download youtube video of minecraft,download_youtube_video,23
please will you further clarify me on that.,general_explain,32
download youtube video of guru randhawa,download_youtube_video,23
has tom emailed me about ammunition,email_query,25
good day,goodbye,38
latest updates,news_query,61
This is Adam,greetingresponse,42
what's the good news of stock market,tell_me_news,95
Great thanks! This is Bella,courtesygreetingresponse,18
Hello there,greeting,41
send a test email to,email_sendemail,27
find jazz music on my playlist,play_music,68
select and play only christian rock from one thousand nine hundred and ninety upwards,play_music,68
please mute my speaker,audio_volume_mute,7
play on youtube,play_on_youtube,69
mute the settings,audio_volume_mute,7
tell me about,tell_me_about,93
tomorrow,asking_date,3
What are some places near me?,places_near_me,64
"Thank you, goodbye",courtesygoodbye,16
play <song> on youtube,play_on_youtube,69
screen shot of <name>,take_screenshot,90
has any mail received with an attachment,email_query,25
open website wikipedia.com,open_website,63
how is weather on such and such day,weather_query,104
please open and play chess with me,play_game,66
tell me about my family,tell_me_about,93
Make me laugh,jokes,53
good afternoon,goodbye,38
search for a good nerd joke,general_joke,33
send whatsapp message to dipesh,send_whatsapp_message,85
tell me a fun joke,tell_me_joke,94
how many birthday's are on twenty third,datetime_query,22
what's good news,tell_me_news,95
What are your functionalities?,what_can_you_do,105
I am Bella,greetingresponse,42
Can you control the volume?,volume_control,103
Is it going to snow,asking_weather,5
beep when i get an email from john,email_query,25
play games of xxd,play_games,67
click photo,click_photo,14
send whatsapp message to,send_whatsapp_message,85
send email how are you dad to dad,email_sendemail,27
download youtube video of <name>,download_youtube_video,23
entertainment news,news_query,61
what is the weather update for tuesday,weather_query,104
send whatsapp message,send_whatsapp_message,85
lower the volume ten percent,audio_volume_down,6
try to play old nineties classic music,play_music,68
what's going on with economy,tell_me_news,95
hello,greet_and_general_check_in,40
time,asking_time,4
Can you tell me the time?,timequery,97
what day does april sixteenth fall on,datetime_query,22
open website stackoverflow.com,open_website,63
What are the top places nearby?,places_near_me,64
how time is it,datetime_query,22
what is the latest news from cbs,news_query,61
I am so bored,i_am_bored,43
"Thank you, bye",courtesygoodbye,16
places near me,places_near_me,64
what's the weather supposed to be like on wednesday,weather_query,104
send email to <name> about <name>,send_email,84
can you explain string theory to me,general_quirky,36
turn the volume down,audio_volume_down,6
capture selfie,click_photo,14
turn down the volume,audio_volume_down,6
hello,greet_and_general_check_in,40
tell me fun joke,tell_me_joke,94
how is my inbox looking at the moment,email_query,25
Tell me a joke,jokes,53
hello you have a send an email to someone,email_sendemail,27
What is the weather like today,asking_weather,5
tell me about my family,tell_me_about,93
time,asking_time,4
what time is it day before tomorrow,asking_time,4
i would like to hear some rap music,play_music,68
See you later,goodbye,38
when did dave matthews email me about the contract,email_query,25
Hola how are you?,courtesygreeting,17
volume control decrease,volume_control,103
play bad guy on youtube,play_on_youtube,69
send whatsapp message,send_whatsapp_message,85
tell me about my day,tell_me_about,93
send email to <name>,send_email,84
It is Bella,greetingresponse,42
Great thanks! It is Bella,courtesygreetingresponse,18
Do you know the time?,timequery,97
tell me fun joke,tell_me_joke,94
tell me about my job,tell_me_about,93
daily cases,covid_cases,19
play for me the music by madonna,play_music,68
Hi there,greeting,41
what is today's day,datetime_query,22
i need a place that will deliver pizza to me in benton ar,recommendation_locations,81
Give me a joke,jokes,53
whats up,greet_and_general_check_in,40
send email to dipesh,send_email,84
play despacito on youtube today,play_on_youtube,69
i would like coffee now,iot_coffee,45
what time is it today,asking_time,4
tell me news day before tomorrow,tell_me_news,95
play games of c,play_games,67
what's happened in the news recently,news_query,61
Hello there,greeting,41
what's good news,tell_me_news,95
Do you know what time it is?,timequery,97
Tell me a joke,jokes,53
please decrease the volume of music player,audio_volume_down,6
what is the update on stock market,tell_me_news,95
tell me about yours,tell_me_about,93
hello there,greet_and_general_check_in,40
Great thanks! It is Bella,courtesygreetingresponse,18
what is the time in hyderabad,datetime_query,22
what day is it day before tomorrow,asking_date,3
what is the time for the eastern time zone,datetime_query,22
please speak quieter to me,audio_volume_down,6
Will it rain tomorrow,asking_weather,5
"Thank you, goodbye",courtesygoodbye,16
what day is it day after tomorrow,asking_date,3
what is my location,general_quirky,36
i wish to go for cheap shopping is there any dollars shop nearby,recommendation_locations,81
Where should I go nearby?,places_near_me,64
how much can i bleed before i die,general_quirky,36
Hi there,greeting,41
do you know any joke,general_joke,33
please do not speak,audio_volume_mute,7
jazz could be choice for me,play_music,68
make me laugh,tell_me_joke,94
lower volume,audio_volume_down,6
hey there,greet_and_general_check_in,40
tell me the temperature in pheonix,weather_query,104
"Thank you, goodbye",courtesygoodbye,16
send whatsapp message about <name>,send_whatsapp_message,85
i really enjoyed sunny day today,general_quirky,36
Do you know what time it is?,timequery,97
what is name of the song currently playing,music_query,58
send a mail to alex asking about the due payment,email_sendemail,27
next i want to hear shinedown,play_music,68
"s2, last sentence was not clear.",general_explain,32
show me my playlist,music_query,58
time,asking_time,4
tell me the name of the composer,music_query,58
what is the temperature,weather_query,104
Hello how are you?,courtesygreeting,17
send whatsapp message,send_whatsapp_message,85
Can you turn the volume up?,volume_control,103
Hi how are you?,courtesygreeting,17
covid confirmed cases of,covid_cases,19
send email to xyz@gmail.com,send_email,84
Hello hope you are doing well?,courtesygreeting,17
which restaurant is there in shivaji nagar,recommendation_locations,81
do you know any good jokes,general_joke,33
places near me,places_near_me,64
Thanks goodbye,courtesygoodbye,16
tell me joke about trump,tell_me_joke,94
tell me who send the email about the boss yesterday,email_query,25
covid cases,covid_cases,19
tell me a dad joke,tell_me_joke,94
Please be quiet,shutup,86
How about a joke,jokes,53
please open snooker game i would like to play with you,play_game,66
quiet on,audio_volume_mute,7
screen shot of <name>,take_screenshot,90
What can I ask you to do?,what_can_you_do,105
download youtube video of,download_youtube_video,23
tell me current time,datetime_query,22
volume control mute,volume_control,103
Tell me a joke,jokes,53
send an email to my boss,email_sendemail,27
i am bored today what can i do,i_am_bored,43
what time is it day before tomorrow,asking_time,4
pause the music,audio_volume_mute,7
Hi,greeting,41
let me know if anything happens on that subject,news_query,61
open website wikipedia.com,open_website,63
what time is it day before tomorrow,asking_time,4
download youtube video of minecraft,download_youtube_video,23
How about a joke,jokes,53
what is the name of that song,music_query,58
What can I ask you to do?,what_can_you_do,105
do i need a sweater today,weather_query,104
click selfie of,click_photo,14
Tell me a joke,jokes,53
covid confirmed cases of,covid_cases,19
i am bored today,i_am_bored,43
Can you increase the volume?,volume_control,103
i am bored what can i do today with my wife,i_am_bored,43
be quiet,audio_volume_mute,7
tell a joke that puts smile on my face,general_joke,33
what is the weather tomorrow,asking_weather,5
Great thanks! This is Bella,courtesygreetingresponse,18
open website github.com,open_website,63
download youtube video of minecraft,download_youtube_video,23
how does production and population affects us,general_quirky,36
Thanks good bye,courtesygoodbye,16
play baseball with me,play_games,67
what's today date,datetime_query,22
play games of c,play_games,67
"Thank you, bye",courtesygoodbye,16
What can you assist me with?,what_can_you_do,105
Bye,goodbye,38
i've got a meeting by tonight seven pm please mute the music for an hour,audio_volume_mute,7
start a competitive crossword for us,play_game,66
play on youtube,play_on_youtube,69
don't respond for fifty seconds,audio_volume_mute,7
day after tomorrow,asking_date,3
how hot is it in miami,weather_query,104
i want to hear a joke,general_joke,33
play all the latest pop songs,play_music,68
lessen the speaker volume,audio_volume_down,6
play games of xyz 32 bit,play_games,67
lower the volume of the speakers,audio_volume_down,6
can you please read the my mom sent this morning at ten am,email_query,25
Hya,greeting,41
Hello how are you?,courtesygreeting,17
what is the weather today,weather_query,104
lower speaker volume,audio_volume_down,6
I am finding myself bored,i_am_bored,43
Hello how are you?,courtesygreeting,17
what time is it day before tomorrow,asking_time,4
hey there,greet_and_general_check_in,40
tell me about tomorrow,tell_me_about,93
"Thank you, bye",courtesygoodbye,16
Hola how are you?,courtesygreeting,17
play games of xxd,play_games,67
good evening,goodbye,38
i want some coffee,iot_coffee,45
please send an email to john saying i'm on leave,email_sendemail,27
Do you know what time it is?,timequery,97
play bad guy on youtube,play_on_youtube,69
I am Adam,greetingresponse,42
play games with me,play_games,67
places near me to eat today with my friends,places_near_me,64
"s2, i was unclear about your answers.",general_explain,32
tell me a dad joke,tell_me_joke,94
volume control decrease,volume_control,103
Hya there,greeting,41
twenty second april day,datetime_query,22
play what live,play_music,68
Make me laugh,jokes,53
tell me you,tell_me_about,93
hey,greet_and_general_check_in,40
take screenshot,take_screenshot,90
Can you recommend some places nearby?,places_near_me,64
