text,intent,labels
could you speak more softly,audio_volume_up,8
You are very clever,clever,13
best bar in local area,recommendation_locations,81
make the lights pink at the house,iot_hue_lightchange,46
tell me about my day,tell_me_about,93
Hi there,greeting,41
what will the weather be next week,weather_query,104
Know what I mean,understandquery,102
i need to send an email to michael,email_sendemail,27
date,asking_date,3
stop seven am alarm,alarm_remove,1
send email to dipesh,send_email,84
display address of john,email_querycontact,26
hey order two wings with french fries from the chinese food store,takeaway_order,91
play games with me,play_games,67
is there any new email,email_query,25
check my last post on instagram,social_query,88
send whatsapp message about,send_whatsapp_message,85
Know what I mean,understandquery,102
play the next recording,play_podcasts,70
start the robot vacuum cleaner now,iot_cleaning,44
check internet speed,check_internet_speed,12
what time is it in new york city,datetime_query,22
please would you speak one more again.,general_repeat,37
whatever.,general_dontcare,31
Hello how are you?,courtesygreeting,17
Tell me why,podbaydoorresponse,73
Make me laugh,jokes,53
tell me the latest stock of pepsi,qa_stock,78
I am Bella,greetingresponse,42
I am so bored,i_am_bored,43
How are you?,courtesygreeting,17
What's your real name?,realnamequery,79
tomorrow,asking_date,3
where should i go for dinner in san francisco tonight,recommendation_events,80
list phone and email id of robert,email_querycontact,26
what was the latest post,social_query,88
give me the release date of this song,music_query,58
any alarms currently listed,alarm_query,0
repeat song,music_settings,59
turn on the tv socket when i arrive home,iot_wemo_on,52
can you remind me to check my clothes in a hour,calendar_set,11
stop playing,audio_volume_mute,7
give me the definition of the word armor,qa_definition,75
What is my name?,currenthumanquery,20
what's the good news of stock market,tell_me_news,95
Do you see me?,whoami,106
great response to command.,general_affirm,28
what type of music do i enjoy,music_query,58
the meaning of life,general_quirky,36
How hot will it be,asking_weather,5
This is Adam,greetingresponse,42
what is four plus five,qa_maths,77
what's the good news?,tell_me_news,95
may i ask you to dim the lights,iot_hue_lightdim,47
what are the train times between eight am and ten am at east chicago station going west on sunday,transport_query,98
can you activate the vacuum to clean the house,iot_cleaning,44
add a new email address which is,email_addcontact,24
download youtube video of guru randhawa,download_youtube_video,23
download youtube video of minecraft,download_youtube_video,23
get latest news report on kidnapping in ny,news_query,61
open website stackoverflow.com,open_website,63
Who do you think I am?,currenthumanquery,20
switch on radio mango,play_radio,71
play wuthering heights from where i left off,play_audiobook,65
Do you see anyone in the camera?,whoami,106
please will you try again.,general_repeat,37
i was not so clear about your answers.,general_explain,32
Hya,greeting,41
where is my food,takeaway_query,92
Tell me your name?,namequery,60
Why,podbaydoorresponse,73
play me john's podcast,play_podcasts,70
play heavyweight podcast,play_podcasts,70
what is the remainder when five hundred and twenty one is divided by three,qa_maths,77
who covered the song one more cup of coffee,music_query,58
This is Adam,greetingresponse,42
tell me news tomorrow,tell_me_news,95
Clever girl,clever,13
can you tell me about the traffic,transport_traffic,101
fuck off,swearing,89
please will you elaborate further on last sentence.,general_explain,32
tell me a joke about virginia,tell_me_joke,94
open a new email to contact,email_sendemail,27
switch off the smart plug socket now,iot_wemo_off,51
what's some upcoming events i might want to go to,recommendation_events,80
what do you know about mary,email_querycontact,26
radio play nine hundred and eighty nine please,play_radio,71
Open the pod bay door please,podbaydoor,72
stop after current song,music_settings,59
i need to book a taxi,transport_taxi,99
places near me to eat today,places_near_me,64
hey,greet_and_general_check_in,40
drive the car and bring my friends over,general_quirky,36
just set me reminders about pending payment of children school fees,calendar_set,11
see see for me the alarms that you have set tomorrow morning,alarm_query,0
This is Bella,greetingresponse,42
play racing,play_game,66
add something to my list,lists_createoradd,54
Not talking to you,nottalking2u,62
Any gossip,gossip,39
i want to listen jazz,play_music,68
tell me when it is five pm,alarm_set,2
check internet speed of <name>,check_internet_speed,12
how are the top ten stocks at the moment,qa_stock,78
beep when i get an email from john,email_query,25
will you check what i said please.,general_confirm,30
remove my list of contacts from work,lists_remove,56
get me a local restaurant,recommendation_locations,81
olly please can you cancel.,general_commandstop,29
what restaurants are open near me,recommendation_locations,81
i need to find a funny joke that is ok for kids,general_joke,33
find my email for date,email_query,25
please turn the lights up,iot_hue_lightup,50
email mahmoud,email_sendemail,27
"no, you gave me incorrect information.",general_negate,34
Quiet,shutup,86
please check the news on social media,social_query,88
"send email to robert, what time is dinner",email_sendemail,27
change the color of the lights in my house from white to yellow,iot_hue_lightchange,46
what are the train times from san francisco to new york,transport_query,98
start radio play,play_radio,71
"Thank you, bye",courtesygoodbye,16
do not wake me up tomorrow,alarm_remove,1
stock google find out,qa_stock,78
tell me when i get new emails from principal lowry,email_query,25
top ten movies,recommendation_movies,82
if it's sunrise in stockholm what time is it in okinawa,datetime_convert,21
lights turn off,iot_hue_lightoff,48
"shit, it isn't what i was searching for.",general_negate,34
all food items with the prefix dry should be taken away from the list,lists_remove,56
turn the lights on,iot_hue_lighton,49
stock,qa_stock,78
play despacito on youtube today,play_on_youtube,69
start making some coffee,iot_coffee,45
yeap you have got my instructions correcly.,general_affirm,28
turn off socket,iot_wemo_off,51
how about you save this music,music_likeness,57
switch off the light,iot_hue_lightoff,48
find me an uber,transport_taxi,99
What are some nearby locations?,places_near_me,64
"Thank you, bye",courtesygoodbye,16
Surely you can,podbaydoorresponse,73
what should i watch today,recommendation_movies,82
say a funny,general_joke,33
look up the number of people living in miami florida,qa_factoid,76
what highly rated movies are playing this weekend,recommendation_movies,82
I am looking for places around here,places_near_me,64
what is the difference between bake and broil,cooking_recipe,15
hoover the hallway,iot_cleaning,44
play games of xxd,play_games,67
next podcast,play_podcasts,70
play kishore kumar on youtube,play_on_youtube,69
tell me about my college,tell_me_about,93
show chicken tikka recipe,cooking_recipe,15
have i got any new email from my company,email_query,25
play despacito on youtube today,play_on_youtube,69
remove my morning alarm,alarm_remove,1
Can you set the volume to maximum?,volume_control,103
show me what the ingredients are,cooking_recipe,15
play my book,play_audiobook,65
I am bored gossip with me,gossip,39
add apahelp@yahoo dot com to my contacts,email_addcontact,24
turn this room light off,iot_hue_lightoff,48
what's the good news,tell_me_news,95
check internet speed of chrome,check_internet_speed,12
twat,swearing,89
Can you prove you are self aware please,selfaware,83
Do you understand me,understandquery,102
hi how are you,greet_and_general_check_in,40
What's your real name?,realnamequery,79
turn off the upstairs lights,iot_hue_lightoff,48
can you tell me the phone number of me,email_querycontact,26
send email to <name>,send_email,84
i will talk to you later on.,general_commandstop,29
good news for economy,tell_me_news,95
wake me up at time,alarm_set,2
need a taxi tomorrow at eight in the morning,transport_taxi,99
resume the two towers,play_audiobook,65
what is the day of the week,asking_date,3
My user is Bella,greetingresponse,42
how is iron made,qa_factoid,76
hello,greet_and_general_check_in,40
send email about <name>,send_email,84
brighten the lights in the hallway,iot_hue_lightup,50
facebook,social_query,88
what time is it,asking_time,4
i don't like this light please show me other options,iot_hue_lightchange,46
Hello how are you?,courtesygreeting,17
from dollar to euro,qa_currency,74
I am really bored,i_am_bored,43
olly skip two songs,music_settings,59
turn up the lights,iot_hue_lightup,50
twat,swearing,89
Hya,greeting,41
How are you?,courtesygreeting,17
give me time,datetime_query,22
Who do you think I am?,currenthumanquery,20
turn on vacuum,iot_cleaning,44
listening song of arijit singh post it on my facebook account,social_post,87
traffic alert,transport_traffic,101
add eggs to the list,lists_createoradd,54
please turn lights off,iot_hue_lightoff,48
i want you to remove the item from the list,lists_remove,56
Why,podbaydoorresponse,73
play despacito on youtube today,play_on_youtube,69
i like rock music,music_likeness,57
save this song to playlist,music_likeness,57
"uh no, you gave me incorrect information.",general_negate,34
cancel the breakfast at tiffany's house,calendar_remove,10
You are very clever,clever,13
are there any events happening this weekend,recommendation_events,80
open website quora.com,open_website,63
Do you get me,understandquery,102
you should reply to the mail,email_sendemail,27
how do you solve three two,qa_maths,77
show current track in music player,music_settings,59
nearest restaurants available at this time,recommendation_locations,81
My user is Bella,greetingresponse,42
open website stackoverflow.com,open_website,63
Do you know any jokes,jokes,53
play music that are classical only,play_music,68
Hello there,greeting,41
what is the best way to cook pasta al dente,cooking_recipe,15
play kishore kumar on youtube,play_on_youtube,69
places near me to eat,places_near_me,64
do i have any meetings on friday's afternoon,calendar_query,9
"amazing job, you have done well.",general_praise,35
what time is it in denver,datetime_query,22
this room lights off,iot_hue_lightoff,48
turn socket off,iot_wemo_off,51
Genious,clever,13
Good thanks! It is Adam,courtesygreetingresponse,18
please reduce the sound,audio_volume_down,6
what alarms do i have,alarm_query,0
convert eight thirty from gtm four to g. m. t. five thirty,datetime_convert,21
i am bored what can i do today,i_am_bored,43
Thank you,thanks,96
play fmod,play_game,66
Stop talking,shutup,86
Hello how are you?,courtesygreeting,17
let's try what you have said again.,general_repeat,37
ah it's amazing.,general_praise,35
I am finding this boring,i_am_bored,43
lower volume to half,audio_volume_down,6
show me the shortest route towards nearest train station,transport_query,98
Hello there,greeting,41
wake me up at five am this week,alarm_set,2
please update me on my social media accounts,social_query,88
what is the meaning of the word sanctimonious,qa_definition,75
What do your friends call you?,namequery,60
i want to see the recipe of veg biryani,cooking_recipe,15
please add dan's email to my contacts,email_addcontact,24
"Thank you, bye",courtesygoodbye,16
get the roomba to start cleaning,iot_cleaning,44
what is hurricane,qa_definition,75
local theater screening which movie,recommendation_movies,82
i need to set up a meeting with the ceo tomorrow,calendar_set,11
send an email to my boss,email_sendemail,27
increase the brightness in this room,iot_hue_lightup,50
take screenshot,take_screenshot,90
please can you check and confirm what just said.,general_confirm,30
OK thank you,thanks,96
let's hear ninety two point one,play_radio,71
Open the pod bay door please,podbaydoor,72
tweet i'm complaining about to consumer service,social_post,87
how much rate will be calculated,qa_stock,78
i want to change the light colors,iot_hue_lightchange,46
OK,thanks,96
delete the monthly recurring team meeting till june,calendar_remove,10
what is the track information currently,music_query,58
what's the good news,tell_me_news,95
find and order rasgulla of janta sweet home pvt ltd,takeaway_order,91
turn down the sound,audio_volume_down,6
touch the mute button,audio_volume_mute,7
Good thanks! This is Adam,courtesygreetingresponse,18
please add tom to my contact list,email_addcontact,24
Do you understand what I am saying,understandquery,102
capture photo of <name>,click_photo,14
look for train tickets to edinburgh tomorrow,transport_ticket,100
covid confirmed cases of,covid_cases,19
can you pull up information on the singer of this song,music_query,58
Can you suggest some nearby places to visit?,places_near_me,64
shit,swearing,89
how would the volkswagen golf car look like,qa_definition,75
Who do you think I am?,currenthumanquery,20
open website youtube.com,open_website,63
prepare my coffee,iot_coffee,45
i would like it to be able to compute answer from search results like wolfram alpha does,general_quirky,36
thanks but i think you made some mistakes.,general_negate,34
How are you?,courtesygreeting,17
send whatsapp message about,send_whatsapp_message,85
what do you use to make cookies,cooking_recipe,15
check internet speed of ie,check_internet_speed,12
if it is a consumer good then what is the customer feedback,general_quirky,36
tell me a joke about the north korea nuclear summit,tell_me_joke,94
I have good news,tell_me_news,95
play despacito on youtube today,play_on_youtube,69
switch off the light on the left,iot_hue_lightoff,48
play the radio for me,play_radio,71
please remove tricep pulldown from my workout list,lists_remove,56
olly please shut off.,general_commandstop,29
can you tell me which movie is going on in the nearby multiplex,recommendation_movies,82
Not talking to you,nottalking2u,62
send an email for me,email_sendemail,27
please make the smart socket turn off,iot_wemo_off,51
Can you prove you are self aware please,selfaware,83
what are the items on my list,lists_query,55
give me low lighting in the kitchen,iot_hue_lightdim,47
Why can you not open the pod bay door,podbaydoorresponse,73
the wemo plug should be turned off on,iot_wemo_off,51
get me the number for local taxi service,transport_taxi,99
tell me news tomorrow,tell_me_news,95
Do you understand what I am saying,understandquery,102
what is the time now,asking_time,4
is there anything new in my email folder,email_query,25
turn on spotify shuffle,music_settings,59
turn room lights off now,iot_hue_lightoff,48
make it brighter,iot_hue_lightup,50
tell me weather forecast,weather_query,104
Hope you are doing well?,courtesygreeting,17
what time is it day after tomorrow,asking_time,4
start over the book legacy,play_audiobook,65
I am Bella,greetingresponse,42
Can you prove you are self aware please,selfaware,83
send whatsapp message about,send_whatsapp_message,85
confirm a railway reservation ticket to california,transport_ticket,100
what is the weather in utah,weather_query,104
You are a genious,clever,13
what movies are playing nearby,recommendation_movies,82
covid cases of,covid_cases,19
mute the volume,audio_volume_mute,7
schedule a journey to las vegas by train,transport_ticket,100
turn off smart socket,iot_wemo_off,51
when is my alarm set for,alarm_query,0
i will no longer be joining mom for lunch tomorrow,calendar_remove,10
Well why not,podbaydoorresponse,73
i need to wake up make me the strongest coffee you can make,iot_coffee,45
forex rate of euro to u. s. d.,qa_currency,74
"uh no, i think not correct response.",general_negate,34
You are a genious,clever,13
brighten up the lighting,iot_hue_lightup,50
Open the pod bay door please,podbaydoor,72
Pod bay door,podbaydoor,72
will you please play the next episode of podcast,play_podcasts,70
please add contact email johndoe@yahoo dot com to john doe's contact information,email_addcontact,24
yeap it's good.,general_affirm,28
Open the pod bay door please,podbaydoor,72
Wasn't communicating to you,nottalking2u,62
ring the alarm when i get home,alarm_set,2
how do i cook a medium rare steak,cooking_recipe,15
list remove,lists_remove,56
local theater screening which movie,recommendation_movies,82
i do not get the last sentence.,general_explain,32
add that song to my top ten favorites list,music_likeness,57
it's dark in here,iot_hue_lighton,49
i need to hear sound on my speakers,audio_volume_up,8
please remove this alarm,alarm_remove,1
what is the weather like now,asking_weather,5
are there any backups on route eighty today,transport_traffic,101
twat,swearing,89
can you turn off on the wemo plug socket,iot_wemo_off,51
prepare a cup of coffee,iot_coffee,45
please alert me to the time,datetime_query,22
i need you to say that last information again but much louder,audio_volume_up,8
search earliest trains to brooklyn ny weekends and holidays,transport_query,98
tell me the email address for aunt ruth,email_querycontact,26
see you later,goodbye,38
Great thanks! I am Bella,courtesygreetingresponse,18
send whatsapp message about,send_whatsapp_message,85
will you please turn the lights off,iot_hue_lightoff,48
what is the latest email from zita,email_query,25
can you book me a train ticket to bombay for tomorrow in any train,transport_ticket,100
turn down the lights in the living room,iot_hue_lightdim,47
what is one hundred and twenty three times one hundred and twenty three,qa_maths,77
repeat the last song again,music_settings,59
any specific event in washington,recommendation_events,80
download youtube video of guru randhawa,download_youtube_video,23
i need you to add gary's email to my favorites,email_addcontact,24
make the socket available for me,iot_wemo_on,52
talk quieter please,audio_volume_down,6
get the duet game,play_game,66
i like electronic music,music_likeness,57
Why not,podbaydoorresponse,73
play games of xyz 32 bit,play_games,67
find me a recipe of spaghetti,cooking_recipe,15
Do you see anyone in the camera?,whoami,106
you've done that correctly thank you very much.,general_praise,35
blue lights please,iot_hue_lightchange,46
please look up local restaurants that are open now,recommendation_locations,81
can you remove remove buying eggs item from my to do list,lists_remove,56
day after tomorrow,asking_date,3
search for local shops,recommendation_locations,81
download youtube video of guru randhawa,download_youtube_video,23
play games with me,play_games,67
take screenshot of,take_screenshot,90
Can you adjust the volume?,volume_control,103
what is the time now,asking_time,4
cancel alarm for tomorrow,alarm_remove,1
what time is it in another city,datetime_query,22
What can I call you?,namequery,60
covid cases of india past 48 hours,covid_cases,19
Do you get me,understandquery,102
tell me about my family,tell_me_about,93
I am really bored,i_am_bored,43
send whatsapp message to <name>,send_whatsapp_message,85
report the time in miami,datetime_query,22
capture selfie,click_photo,14
Open the pod bay door please,podbaydoor,72
what time in las vegas,datetime_query,22
Give me a joke,jokes,53
what is the traffic situation at the bazaar highway,transport_traffic,101
this is my favorite song,music_likeness,57
Time,timequery,97
what day of the week is the first of march,datetime_query,22
who is the artist of the song playing now,music_query,58
tell me a fun joke,tell_me_joke,94
create appointment to list,lists_createoradd,54
You are a genious,clever,13
what can you do,what_can_you_do,105
get me some radio music from kamp fm,play_radio,71
click photo of <name>,click_photo,14
what is there to do in new york city,recommendation_events,80
You are very intelligent,clever,13
please set the lights to green,iot_hue_lightchange,46
please turn off the smart socket,iot_wemo_off,51
play all the latest pop songs,play_music,68
your answer was not what i was looking for.,general_negate,34
what's going on in the world,tell_me_news,95
please provide current time in india,datetime_query,22
send a tweet to kroger about spoiled milk,social_post,87
send whatsapp message,send_whatsapp_message,85
Any gossip,gossip,39
places near me to eat today with my family,places_near_me,64
open website instagram.com,open_website,63
Good thanks! It is Adam,courtesygreetingresponse,18
Open the pod bay door please,podbaydoor,72
check and confirm last thing said please.,general_confirm,30
open my amazon music app and play my playlist,play_music,68
open pandora play rock station,play_radio,71
hello there,greet_and_general_check_in,40
how much is the us dollar versus the pound,qa_currency,74
Can you open the pod bay door please,podbaydoor,72
check internet speed of opera,check_internet_speed,12
I am finding myself bored,i_am_bored,43
Tell me my name,currenthumanquery,20
screen shot now,take_screenshot,90
find lyrics of this song and save it it is very nice song,music_likeness,57
remove pencil from stationary,lists_remove,56
turn the lights brighter,iot_hue_lightup,50
My user is Bella,greetingresponse,42
how would you describe a ball,qa_definition,75
anything will be ok with me.,general_dontcare,31
please turn on the lights in my house,iot_hue_lighton,49
tell me if taco bell delivers,takeaway_query,92
find my wife,email_querycontact,26
set an alarm at six am tomorrow,alarm_set,2
define cpu,qa_definition,75
are my contacts mostly female or male,email_querycontact,26
Can you turn the volume down?,volume_control,103
Do you get me,understandquery,102
hello there,greet_and_general_check_in,40
Hya,greeting,41
send an email to jesse,email_sendemail,27
download youtube video of minecraft,download_youtube_video,23
What is your name?,namequery,60
send email,send_email,84
What tasks can you complete?,what_can_you_do,105
can you turn that down,audio_volume_down,6
Where should I go nearby?,places_near_me,64
I am finding myself bored,i_am_bored,43
are there any unread emails from patrick,email_query,25
can you play acoustic music with no commercials,play_radio,71
record the opinion of each individual about this song,music_likeness,57
please be quiet for the next two hours,audio_volume_mute,7
shut up,audio_volume_mute,7
send email,send_email,84
Your real name?,realnamequery,79
set the alarm tone,alarm_set,2
start making a coffee,iot_coffee,45
which are well reviewed movies by emma watson,qa_factoid,76
is it colder than yesterday,weather_query,104
call rta and book a taxi for three o'clock in the morning,transport_taxi,99
Be quiet,shutup,86
take screenshot of <name>,take_screenshot,90
Tell me some more gossip,gossip,39
please turn the volume down,audio_volume_down,6
add this email to my contacts,email_addcontact,24
What do you call me?,currenthumanquery,20
show me how to cook a recipe,cooking_recipe,15
movies with good rotten tomato ratings,recommendation_movies,82
retry it please.,general_repeat,37
add every girl life by evelyn mayer to the must read list,lists_createoradd,54
see you later,goodbye,38
replace color from light to dark,iot_hue_lightchange,46
hello there,greet_and_general_check_in,40
what is a work phone number of emilia,email_querycontact,26
what is today's date,datetime_query,22
send email to,send_email,84
I am Bella,greetingresponse,42
Great thanks! I am Bella,courtesygreetingresponse,18
Thanks goodbye,courtesygoodbye,16
remove the second row from the list,lists_remove,56
"s2, last sentence was not clear.",general_explain,32
can you order me some pizza,takeaway_order,91
increase the light,iot_hue_lightup,50
cancel wake up calls for this week,alarm_remove,1
What are the top places nearby?,places_near_me,64
tell me the song that is currently playing,music_query,58
play games of gcc,play_games,67
does shibaru sushi deliver,takeaway_query,92
what the time difference from here to ottawa,datetime_convert,21
My user is Bella,greetingresponse,42
tell me a dad joke,tell_me_joke,94
Will you open the pod bay door,podbaydoor,72
olly please will you shut up.,general_commandstop,29
does ming ten do take out,takeaway_query,92
show me the recipe for cookies,cooking_recipe,15
olly i would like you just cancel it.,general_commandstop,29
Make me laugh,jokes,53
what movie do you recommend tonight,recommendation_movies,82
set to silent for five minutes,audio_volume_mute,7
Thanks goodbye,courtesygoodbye,16
can you just cancel it.,general_commandstop,29
please list active alarms,alarm_query,0
what shops are round here,recommendation_locations,81
read that back,play_audiobook,65
What's your real name?,realnamequery,79
check how many likes did i got on my most recent post,social_query,88
did the price of walmart stock go up or down,qa_stock,78
play all the programs pertaining to rock songs on the radio,play_radio,71
put working out on my calendar for eight am every day this week,calendar_set,11
what's new on facebook,social_query,88
can you tell me the current traffic condition of my location,transport_traffic,101
who is the most frequently called person in my phone book,email_querycontact,26
give a hand to this game,play_game,66
tell me a joke about kim jong un,tell_me_joke,94
add that song to my playlist,music_likeness,57
Wasn't communicating to you,nottalking2u,62
can you convert my time zone to the time zone i'm currently in,datetime_convert,21
please book a taxi for me,transport_taxi,99
tell me a dad joke,tell_me_joke,94
what is trending in tech today,news_query,61
What's your real name?,realnamequery,79
let's play a game of chess,play_game,66
please get the coffee machine to make me some coffee,iot_coffee,45
I am really bored,i_am_bored,43
dim the lights a bit,iot_hue_lightdim,47
please turn the lights down,iot_hue_lightdim,47
Pod bay door,podbaydoor,72
play on youtube,play_on_youtube,69
please confirm my last instruction.,general_confirm,30
please update my grocery list with one gallon of two percent milk,lists_createoradd,54
please check whether the email of jancy has come,email_query,25
tell me about my life,tell_me_about,93
click selfie of,click_photo,14
turn on the lights,iot_hue_lighton,49
Do you understand me,understandquery,102
check internet speed of opera,check_internet_speed,12
contact pizza hut and order a large pizza with ham and mushrooms,takeaway_order,91
please can you confirm last thing said.,general_confirm,30
what's happening on social media right now,social_query,88
please put me your input to know my schedule,calendar_set,11
Can you prove you are self-aware,selfaware,83
See you later,goodbye,38
What's your real name?,realnamequery,79
what time is it,asking_time,4
please show my list,lists_query,55
i wish to go for cheap shopping is there any dollars shop nearby,recommendation_locations,81
Why will you not open the pod bay door,podbaydoorresponse,73
tomorrow,asking_date,3
confirm that my notification is set to remind me when i leave,calendar_query,9
who is the singer of this song right now,music_query,58
Enough talking,shutup,86
where is the nearest atm machine,recommendation_locations,81
adjust the light,iot_hue_lightchange,46
i would like you to check and confirm detail please.,general_confirm,30
add grocery shopping to today's to do list,lists_createoradd,54
can i order take out food at this time,takeaway_order,91
what time is it now,asking_time,4
how long do i need to cook a brisket for it to be medium,cooking_recipe,15
put the last song on repeat,music_settings,59
show me upcoming events in this area,recommendation_events,80
what is the result of one hundred minus fifty,qa_maths,77
send whatsapp message to dipesh,send_whatsapp_message,85
please switch off the light,iot_hue_lightoff,48
Who do you think I am?,currenthumanquery,20
delete the next event in the calendar,calendar_remove,10
tomorrow,asking_date,3
would you please check and confirm what i last said.,general_confirm,30
prove you have a conscious,selfaware,83
report the current time in oakland,datetime_query,22
send email to <name>,send_email,84
Can you increase the volume?,volume_control,103
can you start the coffee machine for me,iot_coffee,45
what is time now in japan compared to usa,datetime_convert,21
My user is Bella,greetingresponse,42
find a taxi service close to me,transport_taxi,99
set the settings to mute,audio_volume_mute,7
please show me the list that i have,lists_query,55
add this song to my playlist,music_likeness,57
Can you prove you are self aware please,selfaware,83
can you empty my calendar,calendar_remove,10
when is the next train to london,transport_query,98
what movie should i go see,recommendation_movies,82
click photo of <name>,click_photo,14
tell me news,tell_me_news,95
google can you book me a ticket on the train for tomorrow,transport_ticket,100
places near me to eat,places_near_me,64
please turn down the lights in the living room,iot_hue_lightdim,47
capture selfie of,click_photo,14
delete the last list,lists_remove,56
meeting update my calendar to reflect meeting,calendar_set,11
tell me the local events,recommendation_events,80
i'm sorry.,general_repeat,37
create new contact with email,email_addcontact,24
its dark in here mind turning up the light intensity,iot_hue_lightup,50
play games of xyz 32 bit,play_games,67
day after tomorrow,asking_date,3
please make coffee,iot_coffee,45
It is Adam,greetingresponse,42
covid cases of india past 48 hours,covid_cases,19
i'd like you to turn turn on the tv,iot_wemo_on,52
nice music,music_likeness,57
can you give me the time in new delhi,datetime_query,22
let's do math,qa_maths,77
what are movies that are playing near me with high reviews,recommendation_movies,82
