text,label
i can barely hear you,audio_volume_up
play it after five minutes,play_audiobook
thanks but you are incorrect.,general_negate
have i got new content in my twitter feed,social_query
it is unimportant.,general_dontcare
give me the stock price of intel,qa_stock
what is six divided by two,qa_maths
give me the time in pst,datetime_query
how many kids jackie chan does have,qa_factoid
i need a ride in an hour,transport_taxi
is it going to be windy on saturday in denver,weather_query
where am i supposed to be by this time tomorrow,calendar_query
turn on the rice cooker socket,iot_wemo_on
can you really see russia from alaska,qa_factoid
forex rate of euro to u. s. d.,qa_currency
markets near by,recommendation_locations
remove all the reminders from the calendar,calendar_remove
start candy crush,play_game
open up contacts and add email something@gmail dot com,email_addcontact
thank you so much.,general_praise
show me the dim colour,iot_hue_lightdim
a joke please,general_joke
could you turn off light,iot_hue_lightoff
give me the list of available train tickets from edinburgh to leeds,transport_query
if you put a velociraptor and a hippo together what would happen,general_quirky
listening song of arijit singh post it on my facebook account,social_post
what will the weather be like this week,weather_query
please change the volume to mute,audio_volume_mute
send a tweet to esurance to say i hate you,social_post
tell me what is on the schedule for july seventh,calendar_query
is this program is scheduled,calendar_query
remind me to have launch with boss today at one pm,calendar_set
"olly that is enough, cancel it.",general_commandstop
tell me about history of british india,tell_me_about
turn up the light,iot_hue_lightup
play kishore kumar on youtube,play_on_youtube
silence speakers,audio_volume_mute
yeah fantastic response to command.,general_affirm
find dinner with mom on my calendar and delete it,calendar_remove
notification regarding the new iphone release update,news_query
daily cases,covid_cases
how are my stocks doing today,qa_stock
find me the perfect girlfriend,qa_factoid
what date is the third friday of this month,datetime_query
i need the times for the south bound train on allison rd,transport_ticket
is michael's a takeaway or delivery restaurant,takeaway_query
i will need a scarf in afternoon to overcome sunlight,weather_query
when is bank holiday,calendar_query
add a new email address which is,email_addcontact
switch off the master's bedroom,iot_hue_lightoff
evaluate today's schedule,lists_query
when was this song released,music_query
Will you open the pod bay door,podbaydoor
power off the wemo plug,iot_wemo_off
get radio,play_radio
what is the best pizza near me that delivers,takeaway_order
please make me a coffee using the coffee machine,iot_coffee
yes you've done command exactly.,general_affirm
i would talk to you later.,general_commandstop
next i want to hear shinedown,play_music
keep me updated on the election results,news_query
screen shot of <name>,take_screenshot
"s2, i could not catch up with you.",general_explain
play the last song from my most recent playlist,play_music
Do you know what time it is?,timequery
what does rice wine go with,cooking_recipe
i want to make this week's shopping list,lists_createoradd
how many teaspoons are in a cup,cooking_recipe
can you save this what a nice song for me,music_likeness
please add one plus one,qa_maths
jump to the next podcast,play_podcasts
please inform me of any new status updates,social_query
do i have a doctors appointment today,calendar_query
find me the cheapest train ticket to spain,transport_ticket
how much traffic is there right now in bowery street,transport_traffic
order a meal from a nice restaurant,takeaway_order
my alarms,alarm_query
give me instructions on how to cook chicken,cooking_recipe
events upcoming,recommendation_events
please let me know what's happening to my social media,social_query
would you please check and confirm it.,general_confirm
send email to <name>,send_email
am i busy on wednesday evening,calendar_query
could not understand it.,general_explain
remove this list from the others,lists_remove
did apple stocks go up or down,qa_stock
turn the lights off to my room,iot_hue_lightoff
play the serial podcast,play_podcasts
play solitaire with me,play_game
lower the lights in the bedroom,iot_hue_lightdim
i do not think that was correct.,general_negate
i think this was not correct.,general_negate
send report to consumer service,social_post
i need to book a train ticket from mumbai to goa,transport_ticket
say it once again please.,general_repeat
find a recipe that uses ground beef and zucchini,cooking_recipe
how can i make your day a little better,general_quirky
how much money will i make for the week if i make dollars per hour and work twenty hours,qa_maths
vacuum the dining room,iot_cleaning
what's happening on social media right now,social_query
"s1, would you elaborate further on your answer to me please.",general_explain
how is the traffic on harvard,transport_traffic
open fm,play_radio
i want to hear a funny joke,general_joke
get rid of my current alarms,alarm_remove
what is the traffic situation at the bazaar highway,transport_traffic
in every three hours give me my facebook update,social_query
please turn the lights off,iot_hue_lightoff
play the health show on the television in the living room,play_radio
can i get delivery from this restaurant,takeaway_query
how much is us dollar against rupee,qa_currency
give me new york's current time,datetime_query
what is the current time in chennai,datetime_query
mute yourself until i say otherwise,audio_volume_mute
can i get a taxi to come to my house in an hour,transport_taxi
what alarms did i set today,alarm_query
i wouldn't really care.,general_dontcare
would you please check that.,general_confirm
please save my opinion about the song that is currently playing,music_likeness
remove vegetables from the list,lists_remove
please would you replay your last phrase said.,general_repeat
what time does the train to iowa leave,transport_query
look up the word snafu,qa_definition
set a reminder for my shopping trip tomorrow at five pm,calendar_set
list all the nearby shops,recommendation_locations
set an alarm for ten o'clock tomorrow morning,alarm_set
will you shut down please.,general_commandstop
show me theatre where pirates of caribbean is playing,recommendation_movies
schedule a reminder on fifteenth march and input name as meeting,calendar_set
please turn off the light,iot_hue_lightoff
places near me to eat,places_near_me
send a mail to alex asking about the due payment,email_sendemail
whats happening in ny,recommendation_events
answer is confirmed.,general_affirm
yeap you've got your understanding right.,general_affirm
i asked for something else.,general_negate
decrease volume to very soft,audio_volume_down
what kind of lists do i have saved,lists_query
convert twenty one thirty from gtm four to g. m. t. four thirty,datetime_convert
send whatsapp message about,send_whatsapp_message
book an uber to los angeles cinemas in one hour,transport_taxi
tell me a joke about asia,tell_me_joke
describe texture,qa_definition
what film should i watch,recommendation_movies
turn the volume up on music player,audio_volume_up
largest animal,qa_factoid
play the jungle book,play_audiobook
its cold outside,weather_query
white,iot_hue_lightchange
would you shut up please.,general_commandstop
please describe about microwave,qa_definition
make a laundry setting for the volume at twenty,music_settings
where does tar work currently,email_querycontact
what country was einstein from,qa_factoid
what does the word labyrinth mean,qa_definition
find and order rasgulla of janta sweet home pvt ltd,takeaway_order
yes affirmative.,general_affirm
"olly that is enough, just cancel it.",general_commandstop
repeat the last song again,music_settings
i would like to start this new audiobook,play_audiobook
what do you do with my personal data,general_quirky
what is the exchange rate for the english pound and us dollar,qa_currency
turn on the coffee machine to make me some coffee,iot_coffee
play the last radio channel,play_radio
update me on my emails,email_query
when was dolly parton born,qa_factoid
hows many more reminders are left,calendar_query
up,audio_volume_up
find me a description of morel mushrooms,qa_definition
what is terranova stock going for,qa_stock
"it's cool, thanks.",general_praise
what is the definition of session,qa_definition
cancel everything on my calendar,calendar_remove
tell me jokes,general_joke
eliminate the list kickball but make sure the contacts remain,lists_remove
is the birthday event on fifteenth of this month true,calendar_query
show current track in music player,music_settings
live show reminders,social_query
play me the bbc radio podcast,play_podcasts
lights color red,iot_hue_lightchange
i need a recipe for spaghetti,cooking_recipe
add eggs to list,lists_createoradd
is there a groomer in town for cats only,general_quirky
please dim the lights,iot_hue_lightdim
turn on the lights that are outdoors,iot_hue_lighton
please find all name start with alphabetic of a and create a list,lists_createoradd
when was the song playing now released,music_query
do i have any new email,email_query
whats the weather like,weather_query
add light,iot_hue_lightup
move on to the next podcast episode,play_podcasts
best rap music,play_music
book a ticket to paris on eurostar at five pm this friday,transport_ticket
will you please play the next episode of podcast,play_podcasts
please let me know the morning alarm time for weekdays,alarm_query
create new contact,email_addcontact
turn room lights off now,iot_hue_lightoff
system pull any traffic news for my commute,transport_traffic
turn lights off in living room,iot_hue_lightoff
i did not say it.,general_negate
tweet complaint to sony consumer service,social_post
Your real name please?,realnamequery
please turn off the wemo plug,iot_wemo_off
detail for stock price,qa_stock
delete everything on the menu,lists_remove
am i gonna hit traffic,transport_traffic
does this restaurant only do carryout,takeaway_query
when monet's exhibition takes place,calendar_query
"s1, further rephrase me about what you just said now please.",general_explain
who sings this,music_query
church with mom and dad on sunday,calendar_set
change the light to blue,iot_hue_lightchange
yeap right.,general_affirm
play snake with me,play_game
bring up a new shopping list,lists_createoradd
all food items with the prefix dry should be taken away from the list,lists_remove
pull up all emails sent to me from amazon,email_query
where is yellowstone park,qa_factoid
what is the price for marvel,qa_stock
please turn off kitchen light for me,iot_hue_lightoff
that is right.,general_affirm
send whatsapp message to <name>,send_whatsapp_message
turn light off,iot_hue_lightoff
from wangs kitchen restaurant home delivery for a chicken manchow soup,takeaway_order
what new movies are played in cinemas this week,recommendation_movies
delete my next meeting,calendar_remove
i want to eat something will you order food for me,takeaway_order
add this person's email,email_addcontact
yes that's amazing.,general_affirm
what alarms are set for this week,alarm_query
remove father's day from calendar,calendar_remove
please increase the volume of the current song,audio_volume_up
please turn on coffee maker and start brew cycle,iot_coffee
yeah wonderful.,general_affirm
i want to change the color of the lights,iot_hue_lightchange
would you repeat the last please.,general_repeat
check the news,news_query
play ping pong,play_game
lights at percent,iot_hue_lightchange
turn off the lights in the living room please,iot_hue_lightoff
the command was confirmed.,general_affirm
reply to erins email by saying i will be on time,email_sendemail
book me an uber please,transport_taxi
turn the sound up,audio_volume_up
play the kansas city hip hop station,play_radio
julie's information,email_querycontact
set alarm to begin,alarm_set
olly please shut down.,general_commandstop
please show me the list that i have,lists_query
open website stackoverflow.com,open_website
write a tweet of complaint about my tv to samsung,social_post
badminton,recommendation_events
please check my last question.,general_confirm
start the robot vacuum cleaner now,iot_cleaning
set music system to mute,audio_volume_mute
i am exhausted from work,general_quirky
best bar in local area,recommendation_locations
respond to mom's mail message about the recipe site,email_sendemail
prepare my coffee,iot_coffee
i need to know what is the date today,datetime_query
please check this companies stock,qa_stock
a new list to be created by tomorrow,lists_createoradd
play me a podcast,play_podcasts
switch to red colored lights,iot_hue_lightchange
find me train tickets,transport_ticket
"great job, you have done well.",general_praise
show me the picture of the singer,music_query
would you shut down please.,general_commandstop
please play for me elvis presley song again,play_music
moderate,general_quirky
move to the next episode of hipsterhood,play_podcasts
please update my grocery list with one gallon of two percent milk,lists_createoradd
do i have any new emails from dan,email_query
weather in home town,weather_query
can you play hunt for red october,play_audiobook
nighttime mode,iot_hue_lightdim
it will be good if you yellowish the light,iot_hue_lightchange
See you later,goodbye
move to the next song in the list,music_settings
remove tuesday alarm of nine am,alarm_remove
"this is unimportant to me, olly.",general_dontcare
what goes with risotto,cooking_recipe
i'd like you check details please.,general_confirm
did the yankees win last night,news_query
raise the volume to sixty,audio_volume_up
clean the carpets,iot_cleaning
start coffee,iot_coffee
how do you feel after hearing justin bieber's new album,music_query
resume audio book history of rome,play_audiobook
turn off the upstairs lights,iot_hue_lightoff
kill item,lists_remove
please remove any alarms that i have set,alarm_remove
did i remember to set a reminder alarm for my next doctor's appointment,alarm_query
turn coffee maker on,iot_coffee
how would the volkswagen golf car look like,qa_definition
please play podcasts on science,play_podcasts
two am removed,alarm_remove
who's playing the oboe on this piece,music_query
play the bjork album i've heard the least,play_music
is i. b. m. up today,qa_stock
silently adjust,audio_volume_mute
turn on the robot vacuum,iot_cleaning
i would like to solve maths issues,general_quirky
have bing's stocks dropped,qa_stock
turn up the volume of my speakers,audio_volume_up
what gun shows are in tulsa,recommendation_events
order a pizza with sausage from domino's,takeaway_order
Great thanks! I am Bella,courtesygreetingresponse
i did not ask for that.,general_negate
what would be the exchange rate of currency in japan,qa_currency
i'd like you to shut off my smart plug socket now please,iot_wemo_off
tell me the latest news from bbc sports,news_query
start over please.,general_repeat
the list contain what,lists_query
i would have avoided the traffic if i went early,transport_traffic
will you shut up.,general_commandstop
if it's ten pm in california what time is it in alabama,datetime_convert
is jimmie's party on friday cancelled,calendar_query
what's the closing price of apple,qa_stock
start playing podcast about books,play_podcasts
how much snow has fallen in maine since yesterday,weather_query
please wake me up at seven thirty am,alarm_set
order some takeaway food,takeaway_order
start vacuum cleaner,iot_cleaning
find me a podcast on wrestling,play_podcasts
resume playing the current audiobook,play_audiobook
what alarms are set,alarm_query
when was the last time that i spoke to john,email_querycontact
order chinese for delivery,takeaway_order
are any of my new emails from amy,email_query
please set a monthly reminder for paying rent,calendar_set
send mom an email now,email_sendemail
read me the last email from stefan and oil change,email_query
would you check and confirm detail please.,general_confirm
"uh no, it isn't what i am looking for.",general_negate
get me a taxi,transport_taxi
please advise what the current news is on fox news,news_query
are there any special events in my town,recommendation_events
where is the closest sweet frog,recommendation_locations
pull up list,lists_query
facebook current stock rate,qa_stock
thank you very much for your answers.,general_praise
was this song in the top twenty,music_query
is my reminder alarm set for dance class,alarm_query
anything would be fine with me.,general_dontcare
does not really matter to me.,general_dontcare
make coffee at six am,iot_coffee
house can you make all the lights in the house blue,iot_hue_lightchange
i am going to chinatown in half an hour book an uber for me,transport_taxi
do not wake me up on weekends,alarm_remove
just see for me the alarms that you have set today morning,alarm_query
i need to put together a todo list for work,lists_createoradd
what is that one more time.,general_repeat
could you describe that object please,qa_definition
mute audio,audio_volume_mute
Any gossip,gossip
delete that item from my list,lists_remove
movies with good rotten tomato ratings,recommendation_movies
please will you shut down.,general_commandstop
i need you to add this email in my contacts,email_addcontact
play games with me,play_games
add pick up kids from school to my to do list for today,lists_createoradd
what is the price of starbuck's stock,qa_stock
i want to listen to rock,play_music
give me the specs on the bugatti veyron,qa_definition
What is the weather like today,asking_weather
color the lights red,iot_hue_lightchange
on the plug,iot_wemo_on
i like you just cancel.,general_commandstop
open sirius app and play the classical channel,play_radio
daily cases of,covid_cases
what is the exchange rate for dollars to pounds,qa_currency
i want to know what are happening now in me area,recommendation_events
save this email in my contact for future use,email_addcontact
turn off living room lights,iot_hue_lightoff
is it supposed to rain tomorrow,weather_query
will you look up joe's contact information for me,email_querycontact
please check and confirm the last thing said.,general_confirm
further elaborate me on what you have said please.,general_explain
make the room light blue,iot_hue_lightchange
set alarm for tomorrow morning at six am,alarm_set
yeap you've understood my instructions perfectly.,general_affirm
answer email,email_sendemail
turn on wfrn ninety nine point one,play_radio
set the alarm for tomorrow five am,alarm_set
call me an uber for right now,transport_taxi
why does tom izzo look like a whiny bitch when his team plays,general_quirky
who is singing the song i am listening to right now,music_query
tell me about current status of sunderland vs liverpool match,news_query
complain for cheating,social_post
turn the lights off now,iot_hue_lightoff
take screenshot of <name>,take_screenshot
how many birthday's are on twenty third,datetime_query
tell me the email address for aunt ruth,email_querycontact
would you check and confirm the details please.,general_confirm
can you open the reply inbox,email_sendemail
what is the us dollar and euro exchange rate,qa_currency
hi what is the hot topic in facebook,social_query
remove my work alarm,alarm_remove
"it is great one, thank you.",general_praise
please play the beatles ps i love you,play_music
is there email id of john in the list,email_querycontact
weather report of the week,weather_query
find funny jokes,general_joke
turn the wemo off,iot_wemo_off
how many hours difference is there between london and new york,datetime_convert
any restaurant in the beautiful,takeaway_query
see see for me the alarms that you have set tomorrow morning,alarm_query
how do i get from my house to the target along i forty,transport_query
can you book me a train ticket to boston for next tuesday,transport_ticket
switch to night light setting,iot_hue_lightchange
olly can you shut up.,general_commandstop
make sure my shuffles are always repeat and always shuffled,music_settings
what's happening in news express,news_query
who is the song playing by,music_query
please clarify once again.,general_explain
wine shop,recommendation_locations
what time is it in singapore,datetime_query
tweet paula deen's restaurant that the line is always too long,social_post
may i know what is trending in facebook,social_query
turn down media volume,audio_volume_down
find lyrics of this song and save it it is very nice song,music_likeness
will you please check and confirm it.,general_confirm
you've done the command correcly.,general_affirm
tell me the last spoke one more time.,general_repeat
convert current time from g. m. t. to est,datetime_convert
delete item on list,lists_remove
do you want to play,play_game
twenty minus ten,qa_maths
give me the list of all events coming up in the next month and set notifications for all of them,calendar_set
create a new list,lists_createoradd
lower lights please,iot_hue_lightdim
would you go check my emails for me,email_query
what does this stitch long sleeved shirt look like,qa_definition
what is the meaning of the word sanctimonious,qa_definition
what did you mean by saying it.,general_explain
i like jazz you should know,music_likeness
hi,greet_and_general_check_in
show me a video on cooking fried chicken,cooking_recipe
please remove my next event,calendar_remove
could you please turn off the overhead light in the kitchen,iot_hue_lightoff
please change the light colors to red,iot_hue_lightchange
i want to start war and peace where i left off,play_audiobook
what's going on facebook,social_query
Pod bay door,podbaydoor
turn on my plug,iot_wemo_on
please tell me it one more again.,general_repeat
who was john dillinger,qa_factoid
delete shopping from my list,lists_remove
i want to buy a train ticket tomorrow for boston to new york,transport_ticket
clean the floor please,iot_cleaning
any recent news about north korea,news_query
add apples to shopping list,lists_createoradd
let's play a game of chess,play_game
silence,audio_volume_mute
any cultural events in california,recommendation_events
turn the vacuum on,iot_cleaning
can you convert my time zone to the time zone i'm currently in,datetime_convert
call me a taxi,transport_taxi
place an order for a combo platter from china buffet,takeaway_order
set lights to twenty percent,iot_hue_lightchange
it's exact.,general_affirm
mute volume,audio_volume_mute
click selfie,click_photo
please check the traffic to the home,transport_traffic
is there any program for tomorrow evening,calendar_query
select shuffle all,music_settings
yeap that's right.,general_affirm
how about you save this music,music_likeness
add new email to anna,email_addcontact
please change the house lights to blue,iot_hue_lightchange
please add to my contact lists and send them a reminder email,email_addcontact
make me laugh,tell_me_joke
turn on wemo plug in game room,iot_wemo_on
kenny roger's lady play,play_music
checkout today set alarm of ten am,alarm_query
tell me about sean connery,qa_factoid
play game,play_game
can you add cups to my grocery list,lists_createoradd
could you do it again please.,general_repeat
it's amazing.,general_affirm
mute for one hour,audio_volume_mute
olly could you shut off.,general_commandstop
would you confirm the last thing i said please.,general_confirm
disable all alarms set for today,alarm_remove
just cancel please.,general_commandstop
play audiobook where we left off,play_audiobook
tell me what's on my holiday list,lists_query
confirm detail please.,general_confirm
change song,music_settings
dim the bedroom lights to half,iot_hue_lightdim
can you adjust the lighting for me to be brighter,iot_hue_lightup
please check and repeat this song one time more,music_settings
name a rom com movie playing in and around new york theatres,recommendation_movies
recommend me a restaurant in west chester,recommendation_locations
have i received any mentions on twitter,social_query
what is six hundred euros in u. s. d.,qa_currency
can you play my latest audio book,play_audiobook
tell me a nice chinese restaurant,recommendation_locations
horoscope,general_quirky
what was the first car made,qa_factoid
find twitter handle of tom cruise,qa_factoid
i am the living blues,music_likeness
initiate to operate robot vacuum cleaner,iot_cleaning
find me a bar in cleveland open until two am,recommendation_locations
delete my to do list,lists_remove
how old is kim kardashian,qa_factoid
what's the traffic situation from kamycka to dejvicka,transport_traffic
what you have said was not so clear.,general_explain
confirm that please.,general_confirm
read my list to me,lists_query
let's play space invaders,play_game
please continue with the next podcast episode,play_podcasts
when i get home can you please order a pizza,takeaway_order
please remove the first list,lists_remove
can it takeaway from ammi biryani,takeaway_query
tell me amd stock prices,qa_stock
what song am i listening to,music_query
open book,play_audiobook
remove today's meeting at evening,calendar_remove
what are my plans for today,calendar_query
do i have anything on my to do list,lists_query
make me some coffee from the coffee machine,iot_coffee
do i have a meeting on saturday march twenty fifth,calendar_query
send email to mommy that i'll be going the party,email_sendemail
please let me know the what raj's status update in facebook,email_querycontact
yeap that's correct.,general_affirm
turn down the volume,audio_volume_down
report the current time in oakland,datetime_query
new alarm for six am,alarm_set
move forward ten minutes in this podcast,play_podcasts
i want a coffee,iot_coffee
remove list of due payment of rajesh,lists_remove
please check episode number thirty nine,play_podcasts
what song is playing now,music_query
you have got the answer exactly.,general_affirm
customer service complaint,social_post
give me name and type of this music,music_query
turn off kettle socket,iot_wemo_off
what is fourteen divided by two,qa_maths
give me the names of my lists,lists_query
re add eggs to the list,lists_createoradd
delete out item,lists_remove
tell me about joose,email_querycontact
do i have new emails from john,email_query
say some jokes,general_joke
please find out of charley's steakhouse delivers,takeaway_query
book me a taxi for one pm,transport_taxi
store opinion on song,music_likeness
start play johns audiobook,play_audiobook
what is one hundred and twenty three times one hundred and twenty three,qa_maths
area of north america,qa_factoid
tell me something funny,general_joke
are there any traffic issues,transport_traffic
pause the music,audio_volume_mute
open inbox,email_query
give me the release date of this song,music_query
respond to my bosses email with the word that i will be in at four in the evening,email_sendemail
tell me what lists i currently have,lists_query
please unmute yourself,audio_volume_mute
are there any backups on route eighty today,transport_traffic
hey what does incite mean,qa_definition
check my social networks,social_query
remove my wake up alarm,alarm_remove
set a repeating reminder alarm for the facebook event i have to attend on seventh april,alarm_set
please ask mr coffee to make a latte,iot_coffee
show trains and time to ny,transport_query
what is the current exchange rate between dollars and euros,qa_currency
celeb news,news_query
got it exactly.,general_affirm
do i have any mail,email_query
how do i make cookies,cooking_recipe
what is the temperature,weather_query
play country music,play_music
i need a uber to my current location,transport_taxi
open the radio app,play_radio
is it joes birthday soon,email_querycontact
how do i make meal,cooking_recipe
erase the chore list,lists_remove
buy me a train ticket,transport_ticket
this is a five star song,music_likeness
what did you mean by saying this.,general_explain
show me share price of facebook,qa_stock
turn off smart lamp in den,iot_hue_lightoff
are there any cooking classes nearby my area,cooking_recipe
i have already given mark his gift today please remove him on my christmas gift list,lists_remove
How are you?,courtesygreeting
turn the lights brighter,iot_hue_lightup
email my favourite contacts,email_sendemail
read the audiobook of war of the roses,play_audiobook
what does a geranium look like,qa_definition
play games of c,play_games
set an alarm,alarm_set
hey tell me a knock knock joke,general_joke
add event baseball practice five pm tonight,calendar_set
what happened to charlie chaplin,general_quirky
yes that's correct.,general_affirm
turn on switch of wemo socket,iot_wemo_on
please can you tell me that word said once again.,general_repeat
will you just stop please.,general_commandstop
turn on the wemo plug,iot_wemo_on
give me the reminders,calendar_query
play the game of thrones audio book from the last chapter i was on,play_audiobook
is the largest ocean in the world the pacific,qa_factoid
what's some upcoming events i might want to go to,recommendation_events
how tall is frank goggins,qa_factoid
olly i would like you stop.,general_commandstop
please update me on my social media accounts,social_query
what amount of traffic in this road,transport_traffic
how often do you complete updates,general_quirky
yes answer was confirmed.,general_affirm
what is going on today in biloxi,recommendation_events
will you confirm that please.,general_confirm
please remove this event from my calendar,calendar_remove
let's play global thermonuclear war,play_game
what is my email from steve about,email_query
do i have a sales meeting today,calendar_query
order a pizza,takeaway_order
tell me the time in g. m. t. plus five,datetime_convert
what is your prescription for long and healthy life,general_quirky
can you reserve a ticket to grand rapids by train,transport_query
what is on my to do list,lists_query
which song is currently playing,music_query
hey there,greet_and_general_check_in
it's really loud can you please turn the music down,audio_volume_down
Genious,clever
please will you say that one more again.,general_repeat
olly please stop.,general_commandstop
can you send an email for me to a new email address,email_sendemail
the last friday of the month lands on what day,datetime_query
do i have any alarms for tomorrow morning,alarm_query
how is the traffic on the i fifteen in las vegas today,transport_traffic
exchange rates,qa_currency
i enjoy listening to this song it really calms me down,music_likeness
help me start my kitchen list,lists_createoradd
let me know the weather for today,weather_query
please add a new email in my contacts from sara,email_addcontact
please mute my speaker,audio_volume_mute
what are the definitions of orange,qa_definition
hello my item which i bought from some one has gone out of order,social_post
set alarm on twenty fifth may at five pm,alarm_set
i'd like a cup of coffee please,iot_coffee
let's roll the dice,play_game
how do i make meatloaf,cooking_recipe
please delete all meeting after seven am,calendar_remove
how do you make pasta,cooking_recipe
hello there,greet_and_general_check_in
i think you did the task incorrectly.,general_negate
play musician play list,play_podcasts
will you please turn off the smart plug,iot_wemo_off
please tell me what is the definition of cylinder,qa_definition
remind me to meet joe for lunch tomorrow,calendar_set
what are all my lists,lists_query
can i find out information about a contact,email_querycontact
i like you check what i last said please.,general_confirm
olly i need the living room vacuumed can you turn on the vacuum cleaner,iot_cleaning
resume audio,play_audiobook
what type of event,recommendation_events
show me a list of places where my relatives have been based on their photos,social_query
send email to xyz@gmail.com,send_email
does pf changs do takeout,takeaway_query
tell me my friends most recent update,social_query
whats the average temperature in mangalore for this week,weather_query
buy train tickets from delhi to mumbai for twenty third march,transport_ticket
directions to the target on i forty,transport_query
call china wok,takeaway_order
switch on the green light in playroom,iot_hue_lightchange
further explain.,general_explain
set the time zone to g. m. t.,datetime_convert
what rihanna is doing,general_quirky
make me a coffee,iot_coffee
on tuesday what is the weather supposed to be,weather_query
thanks but i think it's wrong response.,general_negate
please try what you've just said again.,general_repeat
what is the highest microsoft stock price today,qa_stock
turn on alarm thirty minutes before liverpool started to play,alarm_set
i would like to listen to this programme on radio,play_radio
is my alarm set for seven am,alarm_set
recipe please,cooking_recipe
activate radio and tune into nine hundred and eighty nine,play_radio
show me boston's current time,datetime_query
what will the weather be for the next week,weather_query
please check the exchange rates of the us dollar vs the euro,qa_currency
what's the time in dubai,datetime_query
remove noodles from the list,lists_remove
clean my entire calendar,calendar_remove
elaborate me further on your answer please.,general_explain
when is stassi schroedder's birthday,qa_factoid
do not mind.,general_dontcare
i want the smart socket off now,iot_wemo_off
dim the lights in the bathroom,iot_hue_lightdim
how's the weather like in beijing,weather_query
put the current song on repeat,music_settings
cooking recipe,cooking_recipe
remove cheese from my list,lists_remove
olly please would you shut down.,general_commandstop
search for two tickets on tuesday's train to paris,transport_ticket
adjust media volume up,audio_volume_up
how often does the train arrive and depart from penn station,transport_query
do i need a jacket today,weather_query
can you tell me the cheapest place to get ground beef,recommendation_locations
increase light intensity,iot_hue_lightup
schedule meeting with laura,calendar_set
sorry but it is not correct.,general_negate
would you replay please.,general_repeat
is my order ready,takeaway_query
"doesn't matter with me, olly.",general_dontcare
tell me a dad joke,tell_me_joke
yeah you've got that perfectly.,general_affirm
who is the singer of song,music_query
what is the list about my favorite songs,music_query
what is the day on twenty third march,datetime_query
delete the famous actors list,lists_remove
please submit status to facebook,social_post
send a tweet to amazon customer service that the package was delivered late,social_post
let me know if i get a new personal message from martha on facebook today,social_query
Where can I find something nearby?,places_near_me
get rid of item on the list,lists_remove
show me train tickets,transport_ticket
send an email to fred from work he is in my contacts,email_sendemail
put the radio on,play_radio
show me a map of everywhere the cat has been this week,general_quirky
schedule dinner with sara and jamie,calendar_set
give me best cooking ideas,cooking_recipe
scan the radio for howard stern,play_radio
how many calories did i burn with my fifty minutes of yoga,general_quirky
do i have meeting with steve this week,calendar_query
how do i get to the grocery store,transport_query
i dont need light,iot_hue_lightoff
please turn off the smart socket,iot_wemo_off
play my bookmarked audiobook,play_audiobook
how is the current traffic between,transport_traffic
add five plus eighteen minus four please,qa_maths
could you please book a cab for me in uber from la to ny today,transport_taxi
will you please check and confirm detail.,general_confirm
what day is it today,asking_date
add this song to my music,music_likeness
would you just cancel it please.,general_commandstop
tell sean i appreciate him reaching out to me,email_sendemail
olly please will you shut off.,general_commandstop
when and where is june's birthday party,calendar_query
hey make the house lights a different color,iot_hue_lightchange
play all the latest pop songs,play_music
