text,intent,labels
how many contacts do i have in my phone book,email_querycontact,26
what list do i have,lists_query,55
please book a ticket form jaipur to mumbai on tuesday,transport_ticket,100
search jack in contacts,email_querycontact,26
add event to calendar,calendar_set,11
start radio,play_radio,71
go silent for a day,audio_volume_mute,7
what is the value of the yen right now,qa_stock,78
can i see my facebook feed,social_query,88
whats a good place to eat around midtown new york,recommendation_locations,81
book a ticket for today in irctc site for the stored information,transport_ticket,100
progress from the last paused point of my audio book,play_audiobook,65
top ten movies,recommendation_movies,82
play stuff you should know,play_podcasts,70
turn program on xmtune,play_radio,71
yes affirmative.,general_affirm,28
how many hook ups had richard feynman,qa_factoid,76
play mario,play_games,67
find the best rock station near my location and turn it on,play_radio,71
did you get what i just said correctly?,general_confirm,30
please start over.,general_repeat,37
clear list things to do this weekend,lists_remove,56
can you make the lights go out,iot_hue_lightoff,48
show u. s. d. currency value of euro,qa_currency,74
is there any events are in the local area,recommendation_events,80
i'd like to send a reply,email_sendemail,27
turn off this light,iot_hue_lightoff,48
what time will my alarm go off today,alarm_query,0
call china wok,takeaway_order,91
what's that.,general_repeat,37
are there any updates on facebook,social_query,88
i would like to hear your last the procedure said again.,general_repeat,37
what time will my alarm wake me up,alarm_query,0
please set the lights off in the living room,iot_hue_lightoff,48
order a medium pizza with pepperoni and bacon on its,takeaway_order,91
what's the alarm situation for tomorrow,alarm_query,0
add ashley to the wedding invite list,lists_createoradd,54
how is the weather likely to be this week,weather_query,104
"that doesn't matter to me, olly.",general_dontcare,31
please tell me the latest news about the election scenario in our state,news_query,61
is the traffic bad enough that i should leave early,transport_traffic,101
turn all lights off during the day,iot_hue_lightoff,48
can i have stock rate list of ola and uber,qa_stock,78
please use shuffle,music_settings,59
create an alarm for six am,alarm_set,2
in delhi traffic level too high,transport_traffic,101
i need a good chick flick any thoughts,recommendation_movies,82
answer paul's email,email_sendemail,27
do you think today will be nice out,general_quirky,36
what's trending on social media,social_query,88
i'd like you to shut off my smart plug socket now please,iot_wemo_off,51
plan me a holiday trip,general_quirky,36
usa today headlines,news_query,61
locate nearby dining places,recommendation_locations,81
Hope you are doing well?,courtesygreeting,17
what is a banana,qa_definition,75
OK,thanks,96
add to calendar may two is mary's birthday repeat every year,calendar_set,11
would you please confirm details.,general_confirm,30
vacuum on,iot_cleaning,44
create a new list called grocery store please,lists_createoradd,54
on vacuum cleaner,iot_cleaning,44
what music genre do i play most,music_query,58
what alarms did i set today,alarm_query,0
play recently added audiobook,play_audiobook,65
weather in home town,weather_query,104
vacuum the floor,iot_cleaning,44
remove my list of notes from last week,lists_remove,56
what song is playing right now,music_query,58
make a meeting with friend,calendar_set,11
email me the lyrics to this song,music_query,58
are the streets congested right now,transport_traffic,101
once again elaborate me on what you have just said please.,general_explain,32
brighten light,iot_hue_lightup,50
what is the equivalent of one inr in zimbabwe dollars,qa_currency,74
book a train ticket for one one way for this tuesday at nine am,transport_ticket,100
please dim the lights,iot_hue_lightdim,47
switch off the power,iot_wemo_off,51
brightness ninety percent,iot_hue_lightchange,46
how many birthday's are on twenty third,datetime_query,22
olly please can you just stop it.,general_commandstop,29
please play the local latin music channel on the radio,play_radio,71
can you read me my lists,lists_query,55
what is weather today,weather_query,104
hello what time it is now,datetime_query,22
please mute my speaker,audio_volume_mute,7
vacuum the house,iot_cleaning,44
overhead lights on please,iot_hue_lighton,49
can you please confirm what said.,general_confirm,30
"s1, will you further explain.",general_explain,32
give me the names of my lists,lists_query,55
This is Bella,greetingresponse,42
oh it's nice one.,general_praise,35
when is jacob's birthday,email_querycontact,26
show me my emails from the past hour,email_query,25
play from favorites song,play_music,68
delete item on list,lists_remove,56
what is the current time in delhi,datetime_query,22
give me the weather for merced at three pm,weather_query,104
what day of the week does the twenty second fall on this month,datetime_query,22
will you please check and confirm the last thing i said.,general_confirm,30
siri what does survey mean,qa_definition,75
book an outstation cab of ola,transport_taxi,99
from wangs kitchen restaurant home delivery for a chicken manchow soup,takeaway_order,91
what is the most convenient hour to catch a train to york on saturday,transport_query,98
please delete this file,lists_remove,56
pull up the complaint website for starbucks,social_post,87
play the radio station rock one hundred and eight,play_radio,71
would you please confirm that.,general_confirm,30
does peking garden deliver,takeaway_query,92
where is a good place to eat in seattle,recommendation_locations,81
can the lights be changed to green,iot_hue_lightchange,46
set a reminder for fifteen minutes to change laundry loads,calendar_set,11
yes right response.,general_affirm,28
email tom,email_sendemail,27
how much is one dollar in pounds,qa_currency,74
please cancel my next hair cut,calendar_remove,10
next podcast,play_podcasts,70
how much is a train ticket to san fransisco,transport_query,98
could you make a train ticket for me,transport_ticket,100
set lights to full power,iot_hue_lightup,50
set an alarm,alarm_set,2
darker lights please,iot_hue_lightdim,47
let's play space invaders,play_game,66
olly i need the living room vacuumed can you turn on the vacuum cleaner,iot_cleaning,44
Do you know what I am saying,understandquery,102
turn off lights,iot_hue_lightoff,48
please add note to this file good tune,music_likeness,57
what movies are out this week,recommendation_movies,82
thanks but i think it's wrong response.,general_negate,34
would you try the last one spoken one more time again please.,general_repeat,37
what is jimmy johns's corporate number,email_querycontact,26
can i get an order delivered from romero's,takeaway_query,92
i need the volume to be louder,audio_volume_up,8
remember that this is my favorite music,music_likeness,57
what's the exchange rates,qa_currency,74
suggest movies and songs that i would like but that aren't necessarily like ones i've already said i like,recommendation_movies,82
please find me the pe most recent news on,news_query,61
play games,play_game,66
change my room lights to blue,iot_hue_lightchange,46
read that list back to me please,lists_query,55
show me latest notifications,social_query,88
where is stonehenge,qa_factoid,76
how many alarms are currently set,alarm_query,0
who's that song by,music_query,58
when does panama city mall open,recommendation_events,80
book taxi to new york city,transport_taxi,99
dim the bedroom lights to half,iot_hue_lightdim,47
tell me about my business,tell_me_about,93
What can I call you?,namequery,60
list items on my work list,lists_query,55
what is going on in me area today,recommendation_events,80
add eggs to my grocery's shopping list,lists_createoradd,54
tweet a complaint to amazon about late shipment,social_post,87
tell me my latest email,email_query,25
resume playback,play_audiobook,65
delete all details in event,calendar_remove,10
cnn,news_query,61
please turn off the porch light,iot_hue_lightoff,48
google uber,transport_taxi,99
start house cleanup,iot_cleaning,44
whats around,recommendation_locations,81
Tell me your real name?,realnamequery,79
can you create new list for me,lists_createoradd,54
rowan atkinson info,qa_factoid,76
what time does the dinner party start tonight,calendar_query,9
thank you so much for your helping.,general_praise,35
what is the google stock at,qa_stock,78
i want you to fast forward the audio then resume,play_audiobook,65
alarm time for twelve pm,alarm_set,2
play me the latest podcast about online surveys,play_podcasts,70
what is i. b. m.'s stock worth,qa_stock,78
will you confirm that please.,general_confirm,30
now it's five thirty pm in india what about the time in ivory coast,datetime_convert,21
i want you check the last thing i said please.,general_confirm,30
want to play a game of trivia,play_game,66
what was the name of my last email,email_query,25
i would like the recipe for baked chicken,cooking_recipe,15
what's going on around here this weekend,recommendation_events,80
i think you've done task all wrong.,general_negate,34
"wonderful job, you have done well.",general_praise,35
skip to next,play_podcasts,70
train to athens how to,transport_query,98
any one would be fine for me.,general_dontcare,31
the list contain what,lists_query,55
silence for certain amount of hours,audio_volume_mute,7
how old is barack obaba,qa_factoid,76
what is twelve times eight,qa_maths,77
what restaurants are open near me,recommendation_locations,81
rate five,music_likeness,57
remove a list of accessories purchase last week,lists_remove,56
i like red colour for my home change it,iot_hue_lightchange,46
tell me it one more again please.,general_repeat,37
what are all my lists please,lists_query,55
get me a taxi to take me to the airport on friday at five thirty am,transport_taxi,99
move to the next song in the list,music_settings,59
"you did awesome work, thank you so much.",general_praise,35
do you know of any good free knitting patterns,general_quirky,36
hey i like music by sigur ros,music_likeness,57
i really enjoy rock and roll,music_likeness,57
save all songs from katy perry,music_likeness,57
show me the latest news from the un,news_query,61
i want to bright the room more,iot_hue_lightup,50
can you confirm instruction.,general_confirm,30
what are the news notification,news_query,61
new exchange rate,qa_currency,74
try the last message one more time please.,general_repeat,37
mahaboobsayyad@gmail dot com,email_sendemail,27
"you have done it correctly musch appreciated, olly.",general_praise,35
take me to music player,play_music,68
start cleaning floors,iot_cleaning,44
play me harry potter from the place i last stopped listening on,play_audiobook,65
resume the last played audiobook,play_audiobook,65
is there any train plying from pune to mumbai tonight,transport_query,98
can you set my coffee machine to make me coffee at four pm time,iot_coffee,45
delete the list created yesterday,lists_remove,56
can you please tell me what i have on my list,lists_query,55
how to calculate trigonametry,qa_maths,77
please let me know today's date,datetime_query,22
how long will it take me to get to the west side,transport_traffic,101
please go to settings of the music player and make the equalizer in the flat sound mode,music_settings,59
what is mondays actual date,datetime_query,22
"send email to robert, what time is dinner",email_sendemail,27
mute yourself when i am in a meeting,audio_volume_mute,7
do we have thirty first day on this month,datetime_query,22
social media updates,social_query,88
resume harry potter book one,play_audiobook,65
please could you tell me that comment said once again.,general_repeat,37
what time does the train arrive in sacremento,transport_query,98
"it's helpful, thank you very much.",general_praise,35
"that is helpful, thanks.",general_praise,35
how do i get to the grocery store,transport_query,98
"hmm, it is not what i wanted.",general_negate,34
yes it's excellent.,general_affirm,28
what is on my to do list,lists_query,55
brighten the lights a little bit,iot_hue_lightup,50
lower the lights in the house please,iot_hue_lightdim,47
what is time now in california,datetime_query,22
are there any alarms set,alarm_query,0
send an email to qerwerq@hotmail dot com,email_sendemail,27
i need a break start it after five minutes,play_audiobook,65
play chess,play_game,66
start my favourite podcast,play_podcasts,70
is there email id of john in the list,email_querycontact,26
audio on,audio_volume_up,8
what does my facebook feed look like,social_query,88
nearest restaurants available at this time,recommendation_locations,81
increase the bright of the light,iot_hue_lightup,50
i've got a meeting by tonight seven pm please mute the music for an hour,audio_volume_mute,7
play next episode of harry potter by j. k. rowling,play_audiobook,65
yes you've understood that right.,general_affirm,28
could you please book me a taxi going to location,transport_taxi,99
turn off sockets,iot_wemo_off,51
can you do me a favor my eyes are feeling strained on these lights can you please change it to a cooler tone,iot_hue_lightchange,46
march tenth lands on what day of the week,datetime_query,22
check what just said please.,general_confirm,30
please check if i got any emails from mom,email_query,25
compose an email to parisa,email_sendemail,27
could you please shut up.,general_commandstop,29
how do i reach sarah,email_querycontact,26
any one will be fine.,general_dontcare,31
reset my locations list,lists_remove,56
please clean my calendar,calendar_remove,10
turn the vibrate off from speaker,audio_volume_mute,7
add car service to my list of things to do today,lists_createoradd,54
what's around tonight,recommendation_events,80
please turn on my balcony lights,iot_hue_lighton,49
what is the current time in lagos nigeria,datetime_query,22
does the nearby chinese restaurant do delivery,takeaway_query,92
find me a podcast on wrestling,play_podcasts,70
yeap correcly.,general_affirm,28
"you are star, thank you.",general_praise,35
can you book an uber after i left for office,transport_taxi,99
let's play you'll be the keeper and never change position,play_game,66
customer service complaint,social_post,87
review set alarms,alarm_query,0
tell me news tomorrow,tell_me_news,95
i want to hear the latest podcast episode of s town,play_podcasts,70
what movie theatres are in stephenville,recommendation_movies,82
what's close by for dinner,recommendation_locations,81
what events are this week,calendar_query,9
tell me news,tell_me_news,95
give me the latest updates,news_query,61
"i do not know, olly.",general_dontcare,31
open uber and book a car for twelve o'clock,transport_taxi,99
save this song as a favorite,music_likeness,57
what song is playing,music_query,58
delete the grocery list,lists_remove,56
tell me once more please.,general_repeat,37
tweet freedom pop customer service i am dissatisfied,social_post,87
book for me an uber taxi to bardonia,transport_taxi,99
direct me towards nearest railway station,transport_query,98
can you really see russia from alaska,qa_factoid,76
add new items in the remainder list,lists_createoradd,54
turn on a country music station,play_radio,71
remove that from my list,lists_remove,56
please add complaint about the service in tweet to olive garden,social_post,87
reply wishes to john by email,email_sendemail,27
book uber for tonight at seven pm,transport_taxi,99
how heavy is the traffic on the i fifteen in las vegas this hour,transport_traffic,101
yes you got answer correcly.,general_affirm,28
repeat what i've just said please.,general_repeat,37
deadpool,recommendation_movies,82
add this email to my address book,email_addcontact,24
report alarm settings,alarm_query,0
who was the last person to email me,email_query,25
noodles one pack make it as takeaway,takeaway_order,91
light up the lights in the kitchen,iot_hue_lighton,49
hey email jan about our meeting,email_sendemail,27
open radio,play_radio,71
when did i place my order and what was the projected time it would take,takeaway_query,92
what is the temperature in indianapolis indiana,qa_factoid,76
please remove tricep pulldown from my workout list,lists_remove,56
what's the next thing on my list of appointments,lists_query,55
goddammit.,general_negate,34
whats on your list right now,lists_query,55
that doesn't really matter to me.,general_dontcare,31
give me the description of a smartphone circuit,qa_definition,75
disable all alarms set for today,alarm_remove,1
list alarms,alarm_query,0
show me a map of everywhere the cat has been this week,general_quirky,36
what time does the train to iowa leave,transport_query,98
raise the volume of the speakers to fifty five percent,audio_volume_up,8
play random radio station,play_radio,71
what time is the train to san francisco due,transport_query,98
show me a list of places where my relatives have been based on their photos,social_query,88
set wake up thursday seven am,alarm_set,2
play hopsin from my latest playlist,play_music,68
send an email to george brown,email_sendemail,27
dim the lights in the living room,iot_hue_lightdim,47
change your colors to green,iot_hue_lightchange,46
"it's wonderful job, thank you very much.",general_praise,35
can you check train schedule to berkeley,transport_ticket,100
we are going to play poker together,play_game,66
have i gotten any emails from mom lately,email_query,25
Who am I please,whoami,106
please check my facebook account,social_query,88
what is four plus five,qa_maths,77
who's playing this,music_query,58
set alarm for tomorrow at two pm,alarm_set,2
i like you check and confirm last thing i said please.,general_confirm,30
where is morocco located,qa_factoid,76
hey do i have any emails from bob about the bulldog,email_query,25
could you please turn on the plug,iot_wemo_on,52
sound off,audio_volume_mute,7
i want to listen to rock,play_music,68
jazz could be choice for me,play_music,68
what does a geranium look like,qa_definition,75
shut up.,general_commandstop,29
can you check my last question.,general_confirm,30
can you start the vacuum,iot_cleaning,44
how has your life been changed by me,general_quirky,36
fix the driving route from here to grant market,transport_query,98
repeat that.,general_repeat,37
i watched the best movie please reserve me a copy when it releases,general_quirky,36
whatever would be good.,general_dontcare,31
tell me joke about trump,tell_me_joke,94
up,audio_volume_up,8
it's dirty here make some noise,iot_cleaning,44
do remove next event from the calendar,calendar_remove,10
is my order ready,takeaway_query,92
"you have done it right thanks, olly.",general_praise,35
send an email to fred from work he is in my contacts,email_sendemail,27
check internet speed of chrome 64,check_internet_speed,12
set an alarm for ten o'clock tomorrow morning,alarm_set,2
what is the traffic like right now,transport_traffic,101
i don't understand this question but what's it like in there,general_quirky,36
prove you have a conscious,selfaware,83
give me options for indian carryout under dollars,takeaway_order,91
delete my meeting for one pm on march nineteenth,calendar_remove,10
turn the sound up,audio_volume_up,8
check my facebook notification,social_query,88
please book a taxi in uber for me to go to the airport today,transport_taxi,99
i am bored what can i do,i_am_bored,43
what are the local events,recommendation_events,80
closest chipotle,takeaway_order,91
i want to hear chopin now,play_music,68
"it is great one, thank you.",general_praise,35
how expensive is google stock,qa_stock,78
did paul email me recently,email_query,25
it is five forty five am in liverpool what time is now new york,datetime_convert,21
start a list,lists_createoradd,54
siri open twitter tweet @potus sucks,social_post,87
i need a train ticket to rome book ticket,transport_ticket,100
save all of my preferences information specific to songs,music_likeness,57
what alarms are set,alarm_query,0
please set an alarm at seven am tomorrow morning,alarm_set,2
show me the list of alarms,alarm_query,0
when will by order from taco bell be delivered,takeaway_query,92
lower the volume,audio_volume_down,6
has amy sent me any new emails,email_query,25
how tall is roraima mount,qa_factoid,76
ocean eleven,recommendation_movies,82
the volume of the music playing now should be raised,audio_volume_up,8
book train ticket to new york,transport_ticket,100
i am happy,general_quirky,36
answer the email,email_sendemail,27
this is of no importance to me.,general_dontcare,31
is chase doing good,qa_stock,78
if idle then turn off else turn on,iot_wemo_off,51
turn on notification for all news on the stock market,qa_stock,78
give me the number to mom,email_querycontact,26
take out event from calendar,calendar_remove,10
how is the traffic from home to work,transport_traffic,101
create a new list of my due bills,lists_createoradd,54
i need a taxi at eight tomorrow morning to take me to work,transport_taxi,99
please start vacuum cleaner,iot_cleaning,44
is the road clear in florida,transport_traffic,101
i need some ambiance please,iot_hue_lightchange,46
hello you have a send an email to someone,email_sendemail,27
send email about,send_email,84
tell me the traffic condition from here to home,transport_traffic,101
what's the time in dubai,datetime_query,22
what artist is singing that song,music_query,58
what movies is out there in the local cinema,recommendation_movies,82
display recent email from john,email_query,25
set reminder notification for three o'clock,calendar_set,11
mute sound on speakers please,audio_volume_mute,7
i have no idea regarding to which to select.,general_dontcare,31
look for a taxi to go home,transport_taxi,99
turn off all of my alarms,alarm_remove,1
turn on this socket,iot_wemo_on,52
"would not really care, olly.",general_dontcare,31
what is the current time in chennai,datetime_query,22
what movie should i watch today,recommendation_movies,82
lower the lights in the house,iot_hue_lightdim,47
silence,audio_volume_mute,7
what is the current exchange rate between the dollar and the euro,qa_currency,74
hey order me some take out from jason's deli,takeaway_order,91
i would like to know the train timings to bournemouth tomorrow,transport_query,98
off the speakers,audio_volume_mute,7
turn the lights brighter,iot_hue_lightup,50
turn the lights off,iot_hue_lightoff,48
how much is the euro versus the canadian dollar,qa_currency,74
play netflix on my ps four,play_radio,71
tell contact mobile number,email_querycontact,26
what is the linear equation,qa_maths,77
pull up my party playlist,play_music,68
please check recent emails from new contact,email_query,25
start vacuum cleaner,iot_cleaning,44
make new list,lists_createoradd,54
what is the current stock rate of facebook,qa_stock,78
change the colours please,iot_hue_lightchange,46
tweet bad day at starbucks,social_post,87
could you please check that.,general_confirm,30
check for new emails,email_query,25
send message via email,email_sendemail,27
play new songs by barenaked ladies,play_music,68
don't care.,general_dontcare,31
add butter to the list,lists_createoradd,54
turn lights off,iot_hue_lightoff,48
does mr t have a family,general_quirky,36
let's play nine ball against me adapt with my skill level always let me win,play_game,66
can you just cancel please.,general_commandstop,29
add new email address,email_addcontact,24
checkout today third set alarm,alarm_query,0
did i make a shopping list,lists_query,55
how old is kim kardashian,qa_factoid,76
please can you say it one more time again.,general_repeat,37
Make me laugh,jokes,53
lower battery consumption to save setting,music_settings,59
olly i need to call my mom will you check her work number for me,email_querycontact,26
can you book me a train ticket to bombay for tomorrow in any train,transport_ticket,100
"that does not really matter, olly.",general_dontcare,31
louder please,audio_volume_up,8
make us a brew,iot_coffee,45
where should i avoid this morning,transport_traffic,101
show me my calendar event this friday afternoon,calendar_query,9
can you begin the brew,iot_coffee,45
let's play a game,play_game,66
nine hundred and ninety nine fm is currently playing what music,music_query,58
find my food,takeaway_query,92
what is the current exchange rate of euro to dollar,qa_currency,74
who recently posted on social media,social_query,88
please remind me for the function at miami tomorrow,calendar_set,11
was einstein married,qa_factoid,76
change the lights into green,iot_hue_lightchange,46
silence speakers,audio_volume_mute,7
read available lists,lists_query,55
i saw a bulldog today,general_quirky,36
place a take out order at olive garden,takeaway_order,91
call an uberpool to get me at long island bar,transport_taxi,99
how do i cook meatballs,cooking_recipe,15
set an alarm at six in the morning,alarm_set,2
tell chris i will be late through email,email_sendemail,27
lets go nazi hunting,play_game,66
i want the email to be sent to my new email address abc@gmail dot com,email_sendemail,27
what's the traffic situation from kamycka to dejvicka,transport_traffic,101
coffee,iot_coffee,45
I am getting bored,i_am_bored,43
"uhh no, that isn't what i was looking for.",general_negate,34
alert me at the time of the event,calendar_set,11
any one will be ok for me.,general_dontcare,31
has my stock increased in value,qa_stock,78
show me popular exchange rates,qa_currency,74
Hola how are you?,courtesygreeting,17
i want to see the twitter handler of samsung,social_post,87
i would like to play tetris,play_game,66
yes the command is confirmed.,general_affirm,28
cancel wake up calls for this week,alarm_remove,1
