text,intent,labels
"that is of no importance, olly.",general_dontcare,31
bring up a recipe for turkey meatballs,cooking_recipe,15
i want more light,iot_hue_lightup,50
what are the stock prices,qa_stock,78
start the coffee machine,iot_coffee,45
let us play millionaires,play_game,66
i am exhausted from work,general_quirky,36
celeb news,news_query,61
where's the best and most affordable place to stay in san diego,recommendation_locations,81
start the radio,play_radio,71
i need some more lights,iot_hue_lightup,50
play the latest games,play_game,66
start a takeaway order for me,takeaway_order,91
define session,qa_definition,75
please would you check instruction.,general_confirm,30
i would like you to check and confirm detail please.,general_confirm,30
lower hallway lights,iot_hue_lightdim,47
can you start fm eight hundred and ninety radio channel,play_radio,71
please start the radio,play_radio,71
what's that.,general_repeat,37
hello beef up the volume a little bit,audio_volume_up,8
forward this one,play_podcasts,70
pull up the complaint website for starbucks,social_post,87
what's the description for the alarm at eleven am,alarm_query,0
snapchat,social_post,87
is snap doing good after the ipo,news_query,61
"oops, i think this was not the right response.",general_negate,34
what are the prices to get to chicago on a train book the cheapest one,transport_query,98
"well done,.",general_praise,35
anything will be ok with me.,general_dontcare,31
resume joes book from where i left off last time,play_audiobook,65
could you open my list app and check for groceries please,lists_query,55
please make a coffee,iot_coffee,45
please remove apples from my grocery list,lists_remove,56
this item should be added to the list,lists_createoradd,54
march one is susan's birthday right,calendar_query,9
run indian folk song,play_music,68
please will you further clarify me on that.,general_explain,32
what time is it in denver,datetime_query,22
"s1, again elaborate me on what you have just said please.",general_explain,32
increase volume,audio_volume_up,8
what is this,qa_definition,75
boiled,cooking_recipe,15
stop wake up calls for this week,alarm_remove,1
what is the time difference between eastern and pacific,datetime_convert,21
what is planned for today in my local area,recommendation_events,80
please turn on my smart plug socket,iot_wemo_on,52
it's too dark in here,iot_hue_lighton,49
move on to the next podcast episode,play_podcasts,70
when does panama city mall open,recommendation_events,80
please remove the following list,lists_remove,56
running train status to vienna,transport_query,98
what is the temperature i am supposed to cook this lasagna at,cooking_recipe,15
are there any emails i haven't read yet,email_query,25
give me today's calendar events after six pm,calendar_query,9
tell me a joke about asia,tell_me_joke,94
i would like to hear some rap music,play_music,68
turn the volume down a little please,audio_volume_down,6
start roomba,iot_cleaning,44
can you create a new list in the playlist,lists_createoradd,54
i need a taxi to take me to the airport please,transport_taxi,99
set the settings to mute,audio_volume_mute,7
what are they saying about donald trump on this topic,news_query,61
read available lists,lists_query,55
color the lights red,iot_hue_lightchange,46
i want to listen to the radio,play_radio,71
journal entry for today,general_quirky,36
does not really matter to me.,general_dontcare,31
show times for nearest theater,recommendation_movies,82
is it colder than yesterday,weather_query,104
got the answer exactly.,general_affirm,28
attenuate the lights,iot_hue_lightdim,47
give me a description of iron fist on netflix,qa_definition,75
stock up or down for walgreens,qa_stock,78
is it going to be cloudy in london during the weekend,weather_query,104
please book a ticket form jaipur to mumbai on tuesday,transport_ticket,100
check for recent news stories on msnbc,news_query,61
a joke please,general_joke,33
Please be quiet,shutup,86
please start fm eight hundred and ninety radio channel,play_radio,71
play me john's podcast,play_podcasts,70
increase the light,iot_hue_lightup,50
is i. b. m. up today,qa_stock,78
what is the list about my favorite songs,music_query,58
i need the time zone from london england instead of central time zone,datetime_convert,21
what restaurant is open after midnight,recommendation_locations,81
what is the result of two by two,qa_maths,77
tell me where i can go shopping in this area,recommendation_locations,81
please clear the list,lists_remove,56
"whatever is good with me, olly.",general_dontcare,31
Tell me a joke,jokes,53
please turn on radio on seven am,play_radio,71
i would like to crack jokes,general_quirky,36
what is the best method to decide what the best thing to do isre,general_quirky,36
i want to play blackjack,play_game,66
i needed to prepare for a meeting,calendar_query,9
please send a notification when john replies,email_query,25
what's playing in the roosendaal cinema,recommendation_movies,82
prepare my coffee,iot_coffee,45
"you've done it correctly thanks, olly.",general_praise,35
store my contacts,email_addcontact,24
I am not talking to you,nottalking2u,62
hey i am having a bad day today what can i watch to cheer me up,general_quirky,36
what's the name of the piece you are playing,music_query,58
why people like movies,general_quirky,36
please activate my vacuum cleaner,iot_cleaning,44
turn on robot vacuum cleaner,iot_cleaning,44
give me the opening stock price of sony,qa_stock,78
what is the weather today,asking_weather,5
"any one, olly.",general_dontcare,31
find me a cheap train ticket for miamy,transport_ticket,100
Identify me,whoami,106
"it's amazing job, thank you very much, olly.",general_praise,35
what is the name of that song that just went off,music_query,58
let's go through all pending reminders,calendar_query,9
prepare to send an outgoing reply message,email_sendemail,27
start my favourite podcast,play_podcasts,70
the command is not correct.,general_negate,34
Thanks goodbye,courtesygoodbye,16
download youtube video hd,download_youtube_video,23
what alarms do i have set for thursday,alarm_query,0
would you check what i said.,general_confirm,30
find and order domino pizza at nearest store of domino,takeaway_order,91
what time is my domino's order expected to arrive,takeaway_query,92
call me an uber for right now,transport_taxi,99
i'd like to hear that again.,general_repeat,37
i wouldn't really mind.,general_dontcare,31
when is the next office meeting,calendar_query,9
find a joke in your vault and tell me,general_joke,33
my vacuum cleaner should start between ten to eleven am everyday,iot_cleaning,44
am i gonna need rain boots,weather_query,104
play music from where you left off,play_music,68
"s1, again explain to me please.",general_explain,32
can you really see russia from alaska,qa_factoid,76
find the nearest uber,transport_taxi,99
turn on the robot vacuum,iot_cleaning,44
repeat album,music_settings,59
please let me know about topic elections,news_query,61
define loquaciousness,qa_definition,75
silent mode,audio_volume_mute,7
play lady by kenny roger,play_music,68
please go to settings of the music player and make the equalizer in the flat sound mode,music_settings,59
read me my alarms,alarm_query,0
what's still on the list,lists_query,55
what do i have next to do,calendar_query,9
can you raise the lights for me please,iot_hue_lightup,50
what is the current time right now,datetime_query,22
play episode two of the intern,play_podcasts,70
please elaborate once again to me.,general_explain,32
let us do it again please.,general_repeat,37
give me the current time,datetime_query,22
how old is clint eastwood,qa_factoid,76
do i have the contact of tara john,email_querycontact,26
route to melbourne,transport_query,98
hey there,greet_and_general_check_in,40
lights on,iot_hue_lighton,49
can you please off the light,iot_hue_lightoff,48
define and describe an ultraviolet ray,qa_definition,75
when and where is june's birthday party,calendar_query,9
will you just stop please.,general_commandstop,29
can you check and confirm detail please.,general_confirm,30
tell me how to get from here to the chimes in covington,transport_query,98
start podcast,play_podcasts,70
set an alarm for ten o'clock tomorrow morning,alarm_set,2
check all the new them emails and mark them star,email_query,25
give me all ice cream shops within two miles,recommendation_locations,81
what is on the list for today,lists_query,55
is there any stopped traffic on route eighty today,transport_traffic,101
what is the exchange rate between us and canada,qa_currency,74
"you are awesome, i appreciate it.",general_praise,35
i would like it if my robot could engage in deep conversation with me,general_quirky,36
read me the last email from stefan and oil change,email_query,25
What name do you call me by?,currenthumanquery,20
initiate celine dion music,play_music,68
how much meat should i buy to serve ten people,cooking_recipe,15
what is a good place for cruise,recommendation_locations,81
download the latest folk songs having rating of four star or above and play all without shuffle,play_music,68
look at my email,email_query,25
hey reply a mail which i received,email_sendemail,27
volume control up,volume_control,103
please set an alarm at six am,alarm_set,2
what movies are playing this week,recommendation_movies,82
order ribs for dinner,takeaway_order,91
tweet a complaint to local municipality,social_post,87
enable shuffle,music_settings,59
play the two towers,play_audiobook,65
play games of xyz 32 bit,play_games,67
put the lights off now,iot_hue_lightoff,48
start podcast mlb daily,play_podcasts,70
remove noodles from the list,lists_remove,56
any new emails for me,email_query,25
how many jokes do you know,general_joke,33
how are stocks for google,qa_stock,78
march tenth lands on what day of the week,datetime_query,22
add this song to my playlist,music_likeness,57
searching for recent happenings on the particular dates,recommendation_events,80
play music,play_music,68
if my vacuum cleaner is not activated please activate it,iot_cleaning,44
what is your name,general_quirky,36
remove my eight pm alarm and set it to seven pm,alarm_remove,1
the definition of life,qa_definition,75
make me a new checklist,lists_createoradd,54
could you please check the traffic to our home,transport_traffic,101
please remind to sleep at nine pm,calendar_set,11
what is today's day,datetime_query,22
please delete list titled kickball,lists_remove,56
book me a cab,transport_taxi,99
switch lights to dim red,iot_hue_lightchange,46
up the brightness on these lights,iot_hue_lightup,50
hey can you make it blue in here,iot_hue_lightchange,46
what is the difference between bake and broil,cooking_recipe,15
book a train ticket for friday april fourteenth for boston,transport_ticket,100
how would you describe a tennis ball,qa_definition,75
brightness ninety percent,iot_hue_lightchange,46
fun things to do today,recommendation_events,80
when does olive garden close today,recommendation_locations,81
i like you confirm last thing said please.,general_confirm,30
yeah fantastic response to the command.,general_affirm,28
play the bjork album i've heard the least,play_music,68
please update my grocery list with one gallon of two percent milk,lists_createoradd,54
Can you lower the volume?,volume_control,103
turn the lights down,iot_hue_lightdim,47
shut down sps,iot_wemo_off,51
"that was helpful,.",general_praise,35
could you tell me it once again.,general_repeat,37
show me the exchange rate between czk and dollar,qa_currency,74
it seems like olly's command was not right.,general_negate,34
yeap fantastic response to command.,general_affirm,28
is the traffic smooth right now,transport_traffic,101
are there any new snaps on snapchat,social_query,88
what is the time,asking_time,4
noodles one pack make it as takeaway,takeaway_order,91
Thanks,thanks,96
show stock value of goog,qa_stock,78
book an uber to pick me up now,transport_taxi,99
do i have any alarms set for six am tomorrow,alarm_query,0
i want to hear your last instruction you said again.,general_repeat,37
light off,iot_hue_lightoff,48
what is the total of 500 and 23,qa_maths,77
change the time zone from washington to new york,datetime_convert,21
tell me items that are on my shopping list,lists_query,55
please speak one more time again.,general_repeat,37
play radio station,play_radio,71
please will you confirm command.,general_confirm,30
wine shop,recommendation_locations,81
please set reminder,calendar_set,11
turn my smart plug socket on,iot_wemo_on,52
sorry but you have messed up the command.,general_negate,34
start candy crush,play_game,66
remove sample meeting from calendar app,calendar_remove,10
i'd like you confirm it please.,general_confirm,30
check internet speed of edge,check_internet_speed,12
back one episode,play_podcasts,70
this is too bright,iot_hue_lightdim,47
capture selfie,click_photo,14
please give me details of allen from my contact,email_querycontact,26
would not really mind.,general_dontcare,31
what does the traffic look like headed to la,transport_traffic,101
places near me,places_near_me,64
what time i am waking up tomorrow,alarm_query,0
get radio,play_radio,71
how me the time now in boston,datetime_query,22
Can you prove you are self-aware,selfaware,83
would you repeat the last please.,general_repeat,37
socket off,iot_wemo_off,51
can you turn off on the wemo plug socket,iot_wemo_off,51
will you please turn off the smart plug,iot_wemo_off,51
"this is unimportant to me, olly.",general_dontcare,31
mute yourself when i am in a meeting,audio_volume_mute,7
play this audiobook for me,play_audiobook,65
is it noon in paris,datetime_query,22
what is my schedule for tomorrow morning,calendar_query,9
start cleaning robot cleaner,iot_cleaning,44
mary's contact number,email_querycontact,26
play next episode of harry potter by j. k. rowling,play_audiobook,65
where is morocco located,qa_factoid,76
i want it to be able to tell me statistics about things it's done for me like how often i've eaten out this month,general_quirky,36
show trains and time to ny,transport_query,98
can you tell me a good place to eat,recommendation_locations,81
who's current music's author,music_query,58
can you lower the lights,iot_hue_lightdim,47
please can you stop it.,general_commandstop,29
what baseball games are scheduled for this week in tulsa,recommendation_events,80
recommend a movie playing in me area,recommendation_movies,82
yeap it's confirmed.,general_affirm,28
set the living room lights to red,iot_hue_lightchange,46
what's a good joke,general_joke,33
delete last item listed,lists_remove,56
get me fresh news,news_query,61
what is nine time ten,qa_maths,77
what is two plus two,qa_maths,77
"you have done it right thanks, olly.",general_praise,35
thanks for asssistance.,general_praise,35
how many alarms are set,alarm_query,0
turn off the wemo plug,iot_wemo_off,51
what did the clinic say about my exams,email_query,25
tell me the name of the composer,music_query,58
what is starbuck's stock worth,qa_stock,78
can you play acoustic music with no commercials,play_radio,71
what is six times sixty eight,qa_maths,77
it's time for junk food,takeaway_order,91
what days are my alarms set for,alarm_query,0
what is the temperature in indianapolis indiana,qa_factoid,76
please convert nine am cst to est time,datetime_convert,21
cancel the alarm that is set for tomorrow at eight am,alarm_remove,1
what did happen today,social_query,88
switch off the smart socket,iot_wemo_off,51
did you get my last command correctly?,general_confirm,30
political news of importance for the day,news_query,61
olly can you just stop it please.,general_commandstop,29
open audible and continue playing the book that i was listening to,play_audiobook,65
set rotating event,calendar_set,11
give me current information about traffic at central park road,transport_traffic,101
please make the lights blue,iot_hue_lightchange,46
npr ted talks,play_podcasts,70
turn off the lights in the living room please,iot_hue_lightoff,48
please make me coffee without sweetener,iot_coffee,45
today is monday is it,datetime_query,22
play the podcast named ringcast,play_podcasts,70
You are very intelligent,clever,13
make an alarm for four pm,alarm_set,2
delete my dentist appointment,calendar_remove,10
can you please shut down.,general_commandstop,29
vacuum the carpet freshener from the carpet,iot_cleaning,44
please send a taxi to my house,transport_taxi,99
play the next recording,play_podcasts,70
"any one would be okay, olly.",general_dontcare,31
give me the reminders,calendar_query,9
has the weather changed for wednesday at all,weather_query,104
You are a very clever girl,clever,13
Do you see me?,whoami,106
play for me hip hop music,play_music,68
how often do you complete updates,general_quirky,36
how much is the us dollar versus the pound,qa_currency,74
ally please play pandora radio,play_radio,71
taxi uber,transport_taxi,99
send an email to emma,email_sendemail,27
add a wrist watch to the shopping list,lists_createoradd,54
start cleaning floors,iot_cleaning,44
pink is all we need,iot_hue_lightchange,46
cut off the bathroom lights,iot_hue_lightoff,48
could you play you don't bring me flowers,play_music,68
i need the times for the south bound train on allison rd,transport_ticket,100
did renee just post to my facebook feed,social_query,88
start a list,lists_createoradd,54
recipe for crabmeat,cooking_recipe,15
buy train tickets from delhi to mumbai for twenty third march,transport_ticket,100
where is a walking trail near me,recommendation_locations,81
dim the lighting in my living room,iot_hue_lightdim,47
is it going to be windy on saturday in denver,weather_query,104
please describe a car,qa_definition,75
i need more light,iot_hue_lightup,50
show alarms,alarm_query,0
please rephrase more on what you have just said to me.,general_explain,32
hello google post my current status on twitter mentioning a great trip to paris with friends and family,social_post,87
tell me something funny,general_joke,33
"it is of no importance to me, olly.",general_dontcare,31
open events this week,calendar_query,9
that's not what i just said.,general_negate,34
does this restaurant deliver,takeaway_query,92
please order take from jason's deli,takeaway_order,91
wake me up at five am this week,alarm_set,2
play radio disney,play_radio,71
i was not clear about your response.,general_explain,32
what you have said was not so clear.,general_explain,32
please shut off.,general_commandstop,29
what is the square root of one hundred and forty eight thousand five hundred and eighty seven,qa_maths,77
puzzles and games app,play_game,66
whats ten percent off forty dollars,qa_maths,77
switch off the plug socket,iot_wemo_off,51
please play my cricket game,play_game,66
what's the traffic on the one hundred and one,transport_traffic,101
could you please confirm if leonardo is married,qa_factoid,76
where can i find a good taco truck in los angles,recommendation_locations,81
olly i would like you just cancel it.,general_commandstop,29
"hmm, not correct response.",general_negate,34
you have done command exactly.,general_affirm,28
i need to turn the lights down,iot_hue_lightdim,47
send email to mom and tell her see her at disney world,email_sendemail,27
i want a train ticket from boston to new york,transport_ticket,100
read my list to me,lists_query,55
what is the exchange rate of euro today to dirham,qa_currency,74
when did i place my order and what was the projected time it would take,takeaway_query,92
what is rock sand,qa_definition,75
which song is currently playing,music_query,58
has john sent me any new emails,email_query,25
send email to bro and say hi come down for dinner tonight,email_sendemail,27
how's the weather like in beijing,weather_query,104
search and play a radio station with news,play_radio,71
how many calories are in a serving of grapes,qa_factoid,76
what is a chair,qa_definition,75
yeap it was correct.,general_affirm,28
lower the lights in the room,iot_hue_lightdim,47
speak again please.,general_repeat,37
more light,iot_hue_lightup,50
list alarms,alarm_query,0
find a train going from prague to brno,transport_query,98
yeah wonderful.,general_affirm,28
that's not the correct answer.,general_negate,34
how tall is roraima mount,qa_factoid,76
let us try it one more again please.,general_repeat,37
tell me a clean joke,general_joke,33
play the book which i heard on some particular day,play_audiobook,65
how do you feel after hearing justin bieber's new album,music_query,58
please submit status to facebook,social_post,87
broadcast the health show from the kitchen,play_radio,71
play an fm,play_radio,71
can you book a train ticket for me under dollars,transport_ticket,100
show me the demographic growth rate of switzerland in the last ten years,qa_factoid,76
can i pass the bypass road at current traffic,transport_traffic,101
whats the weather now,weather_query,104
explain quantum physics to me in language i understand,general_quirky,36
turn off wemo socket,iot_wemo_off,51
send email to family and tell them to bring the bug spray before coming to the park,email_sendemail,27
lower the lights please,iot_hue_lightdim,47
resume play on my most recent audiobook selection,play_audiobook,65
send a tweet to company,social_post,87
when will you do my laundry,general_quirky,36
i need sport's news,news_query,61
remove all alarms if any,alarm_remove,1
do i have any mail,email_query,25
create a list of jewels to be bought,lists_createoradd,54
yeap perfect.,general_affirm,28
save this song to playlist,music_likeness,57
tweet at united airlines i'm angry you lost my bags,social_post,87
can you please turn on npr where i am,play_radio,71
can you elaborate further on this to me please.,general_explain,32
increase the volume to fifty,audio_volume_up,8
i need to know what is the date today,datetime_query,22
should i take my raincoat with me now,weather_query,104
can you book an uber for me,transport_taxi,99
please turn the lights off,iot_hue_lightoff,48
is it going to rain on monday,weather_query,104
turn the light off in the living room,iot_hue_lightoff,48
I am so bored,i_am_bored,43
shit,swearing,89
is there a takeout menu at the restaurant,takeaway_query,92
what's a movie in theaters that doesn't suck,recommendation_movies,82
louder volume please,audio_volume_up,8
give me the exchange rate between united states dollar and indian rupee,qa_currency,74
call vikki,email_querycontact,26
open twitter and add complaint on doctor patel's feed,social_post,87
respond back to the mail,email_sendemail,27
make the living room light orange,iot_hue_lightchange,46
please go to the next episode of the podcast,play_podcasts,70
what is the time difference between here and japan,datetime_convert,21
what should i watch today,recommendation_movies,82
is my work alarm set for tomorrow,alarm_query,0
i need to hear that sentence said again.,general_repeat,37
amazon stock price,qa_stock,78
beep when i get an email from john,email_query,25
next one please,play_podcasts,70
go and make me a coffee,iot_coffee,45
i need to hear that sentence again.,general_repeat,37
check internet speed of,check_internet_speed,12
whats happening in football today,news_query,61
how many calories are in a one divided by of peanuts,cooking_recipe,15
increase light brightness,iot_hue_lightup,50
Wasn't meant for you,nottalking2u,62
all food items with the prefix dry should be taken away from the list,lists_remove,56
delete list,lists_remove,56
post i am happy to facebook,social_post,87
show latest news about migration,news_query,61
places near me to eat today with my friends,places_near_me,64
please place my new email address to the contact,email_addcontact,24
add a new email address which is,email_addcontact,24
listen carefully that is not correct.,general_negate,34
what is the us dollar euro exchange rate,qa_currency,74
raise the volume of the current music,audio_volume_up,8
play my bookmarked audiobook,play_audiobook,65
let me know when my meetings are on monday,calendar_set,11
what time is it in england,datetime_query,22
what is traffic,transport_traffic,101
is there any new email,email_query,25
place family phone on instagram,social_post,87
retry the instruction spoke please.,general_repeat,37
thanks but you are incorrect.,general_negate,34
can you do nine plus two,qa_maths,77
how many contacts do i have in my phone book,email_querycontact,26
set an alarm for thursday at seven pm,alarm_set,2
usa today headlines,news_query,61
lower your volume please,audio_volume_down,6
i'd like you check details please.,general_confirm,30
can you turn down the lights by twenty percent,iot_hue_lightdim,47
show me where i can find a hamburger,recommendation_events,80
whats happening in ny,recommendation_events,80
turn off the living room light,iot_hue_lightoff,48
how do i change the color of the lights,iot_hue_lightchange,46
is the last order is ready,takeaway_query,92
are there any news regarding our president on facebook today,social_query,88
may twenty two is my birthdate and i want to know the what day is twenty third may,datetime_query,22
dollar rate,qa_currency,74
hello can you give the contact details for a particular service centre,social_post,87
olly please will you shut off.,general_commandstop,29
will traffic be good when i leave in five minutes,transport_traffic,101
tell me joe joe's home address,email_querycontact,26
my party list,lists_query,55
place a take out order at olive garden,takeaway_order,91
howdy,greet_and_general_check_in,40
"wouldn't mind to select any one, olly.",general_dontcare,31
yeap get that right.,general_affirm,28
show me my playlist,music_query,58
what are the show times of logan,recommendation_movies,82
i need to get to location call a cab,transport_taxi,99
send me the last list uploaded,lists_query,55
cancel tomorrow's meeting,calendar_remove,10
please raise the volume of speaker,audio_volume_up,8
can you turn off wemo plug socket,iot_wemo_off,51
edit list,lists_createoradd,54
"i have no idea for which to choose, olly.",general_dontcare,31
what's happening in the news,news_query,61
"you are so helpful, musch appreciated, olly.",general_praise,35
will you rephrase me on what you've just said again please.,general_explain,32
delete sherlock holmes from library,lists_remove,56
turn on living room radio,iot_wemo_on,52
change the overhead light to orange,iot_hue_lightchange,46
give me the driving directions from faripir to gurpur,transport_query,98
can i have cup of coffee,iot_coffee,45
did apple stocks go up or down,qa_stock,78
i would like to hear the last one you said again.,general_repeat,37
how many euro will i get for ten dollars,qa_currency,74
what is the month day and year,datetime_query,22
make a new list for school supplies,lists_createoradd,54
it was wonderful.,general_affirm,28
send an email to bob,email_sendemail,27
buy train ticket,transport_ticket,100
increase the brightness of lights bedroom,iot_hue_lightup,50
vitaly channel,play_podcasts,70
is it going to snow,weather_query,104
what is the name of the lead singer in this band,music_query,58
play my favourite podcast,play_podcasts,70
please play some jazz music,play_music,68
"you are the best,.",general_praise,35
update on email,email_query,25
bring up a new shopping list,lists_createoradd,54
schedule my meeting with my girlfriend lisa in the night today at nine pm,calendar_set,11
give me some funny facebook posts,social_query,88
sorry but it is incorrect.,general_negate,34
can you please switch off the lights,iot_hue_lightoff,48
remove all alarms set today,alarm_remove,1
add a reminder to april fourth to go to the dentist,calendar_set,11
start a new shopping list,lists_createoradd,54
what is the update on stock market,tell_me_news,95
how do i braise a pork loin,cooking_recipe,15
silent,audio_volume_mute,7
up the volume the sound is too low,audio_volume_up,8
will you check and confirm my last command.,general_confirm,30
list all the events in my march calendar,calendar_query,9
please begin clash of clans,play_game,66
what is the definition of god,qa_definition,75
make the wemo plug socket turned on,iot_wemo_on,52
you've done it right thank you so much.,general_praise,35
what do i need to make pot roast,cooking_recipe,15
what is the age of britney spears,qa_factoid,76
order takeout,takeaway_order,91
change your colors to something different,iot_hue_lightchange,46
ah it's great work.,general_praise,35
olly's command is incorrect.,general_negate,34
send the email to john,email_sendemail,27
what's the funniest joke,general_joke,33
can you tell me on tuesday to give jane a call,calendar_set,11
what bands are playing in town this weekend,recommendation_events,80
do i have new likes,social_query,88
my new health check up new list,lists_createoradd,54
open uber app and book me a car for pick up at the airport,transport_taxi,99
how many likes did i get today,social_query,88
what notifications do i have in social media,social_query,88
"shit, you've done a task wrong.",general_negate,34
what will the weather be next week,weather_query,104
please give me today's date,datetime_query,22
can you please check command.,general_confirm,30
set an alarm for me for tomorrow at seven pm,alarm_set,2
what things can't you do,general_quirky,36
isn't it a lovely song please save this for me,music_likeness,57
post to facebook at the spa yay with a smiley face emoticon,social_post,87
what time do i have a doctors appointment on the twenty second,calendar_query,9
thumbs up this song,music_likeness,57
what is the date and month today,datetime_query,22
call me at six am,alarm_set,2
show me upcoming events in this area,recommendation_events,80
ten past seven,datetime_query,22
show me train tickets,transport_ticket,100
save my music choices,music_likeness,57
have i got any alarms set,alarm_query,0
resume audio,play_audiobook,65
remove set alarm,alarm_remove,1
do i have any alarms for tomorrow morning,alarm_query,0
you have done task all wrong.,general_negate,34
"that's useful, thank you very much.",general_praise,35
open parcheese game for you and i,play_game,66
set a reminder for my shopping trip tomorrow at five pm,calendar_set,11
did i receive any email in the past hour,email_query,25
what cd is this song on,music_query,58
delete an first event of twenty third of march twenty seventeen,calendar_remove,10
respond to mom's mail message about the recipe site,email_sendemail,27
can you look up chinese takeout near here,takeaway_order,91
order general t'so eggroll to go,takeaway_order,91
are you sure that is correct.,general_negate,34
please raise the light i am not comfortable at this,iot_hue_lightup,50
thanks but you didn't get me.,general_negate,34
what day of the week is it,datetime_query,22
please order one train ticket to los angeles,transport_ticket,100
could you get john's email address for me,email_querycontact,26
further explain.,general_explain,32
how many alarms do i have,alarm_query,0
tell me everything about umf,general_quirky,36
exact.,general_affirm,28
please check my coming up events,calendar_query,9
yes strongly agree.,general_affirm,28
set alarm for tomorrow six am,alarm_set,2
did you get what i just said correctly?,general_confirm,30
shut off my living room plug socket,iot_wemo_off,51
why do starving people keep having kids,general_quirky,36
life,general_quirky,36
did i get any replies from jan,email_query,25
repeat the last song again,music_settings,59
tell me one more again please.,general_repeat,37
please tell me the main points of my two hundred meeting from this afternoon,calendar_query,9
"it's wonderful job, thank you very much.",general_praise,35
please find the recipe for meatballs,cooking_recipe,15
please put in an order from red thai fpr this evening,takeaway_order,91
tell me which mutual funds have maximum yearly returns,qa_stock,78
look for train tickets to edinburgh tomorrow,transport_ticket,100
send whatsapp message to dipesh,send_whatsapp_message,85
please let's try it one more time again.,general_repeat,37
open music player settings,music_settings,59
schedule a delivery from food at the nearby takeaway diner,takeaway_order,91
delete list blank,lists_remove,56
i like music,music_likeness,57
what would you call this kind of music that we're listening to,music_query,58
i would like it to be able to compute answer from search results like wolfram alpha does,general_quirky,36
i want to play a game with you,play_game,66
what are the pending reminder for today evening,calendar_query,9
what ingredient can be used to replace white wine,cooking_recipe,15
what are the climatic conditions in that area,qa_factoid,76
switch on the green light in playroom,iot_hue_lightchange,46
compose an email to parisa,email_sendemail,27
how many euro in u. s. d.,qa_currency,74
good bye,goodbye,38
play bbc radio one,play_radio,71
tell me a joke today,tell_me_joke,94
turn up the volume of my speakers,audio_volume_up,8
what is the weather like now day before tomorrow,asking_weather,5
whats the definition of indignation,qa_definition,75
rate u. s. d. to g. b. p.,qa_currency,74
show todays reminders,calendar_query,9
is there takeaway at donut junction,takeaway_query,92
lower the brightness of the lights,iot_hue_lightdim,47
play am,play_radio,71
who was john dillinger,qa_factoid,76
the list should not contain all food items with the prefix dry,lists_remove,56
please change the lighting to blue,iot_hue_lightchange,46
turn off the bedroom lamp,iot_hue_lightoff,48
it's dirty here make some noise,iot_cleaning,44
turn off the nearest light to me,iot_hue_lightoff,48
what is the exchange rate between u. s. d. and inr,qa_currency,74
what trips are available from new york city to poughkeepsie,transport_query,98
tweet consumer service that the goods are of low quality,social_post,87
What are the things you can do?,what_can_you_do,105
tune in to my favorite radio station please,play_radio,71
please reply to my colleagues mail about his query,email_sendemail,27
does paradise has takeaway,takeaway_query,92
turn off one light in my bedroom,iot_hue_lightoff,48
i want the cheapest train ticket to new york,transport_ticket,100
i'm thinking of a number one to ten,play_game,66
can you please check the last thing i said.,general_confirm,30
what week of the year does the summer season start,datetime_query,22
customer service complaint tweet the following,social_post,87
"i wouldn't really care, olly.",general_dontcare,31
stock price for apple,qa_stock,78
"doesn't matter, olly.",general_dontcare,31
